user_id,class_session,gender,race_ethnicity,age,english_comfort,education,consent,major,newsletter,language,region,program_type,individual_exercise_id,individual_score,individual_completed_at,individual_ai_model,individual_duration,individual_word_1,individual_word_2,individual_word_3,individual_word_4,individual_word_5,individual_word_6,individual_word_7,individual_word_8,individual_word_9,individual_word_10,individual_uniqueness,augmented_pair_exercise_id,augmented_pair_score,augmented_pair_completed_at,augmented_pair_ai_model,augmented_pair_duration,augmented_pair_word_1,augmented_pair_word_2,augmented_pair_word_3,augmented_pair_word_4,augmented_pair_word_5,augmented_pair_word_6,augmented_pair_word_7,augmented_pair_word_8,augmented_pair_word_9,augmented_pair_word_10,augmented_pair_machine_word_1,augmented_pair_machine_word_2,augmented_pair_machine_word_3,augmented_pair_machine_word_4,augmented_pair_machine_word_5,augmented_pair_machine_word_6,augmented_pair_machine_word_7,augmented_pair_machine_word_8,augmented_pair_machine_word_9,augmented_pair_machine_word_10,augmented_pair_ai_score,augmented_pair_uniqueness,augmented_pair_machine_uniqueness
3729,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Social Sciences,0,en,Asia,Executive Class,19681,80.51170349121094,2025-09-28 02:02:26.672759,,142,water,Engineer,anime,cake,universe,internet,heart,wallet,language,history,80.5403,19684,84.81710052490234,2025-09-28 02:22:20.979460,gpt-4o,123,bakery,horse,librarian,happiness,infant,salary,universe,project,doodle,lipstick,[apple,chair,library,freedom,river,cloud,happiness,stone,music,garden],77.7564,83.1065,68.7757
3731,CEIBS by Prof. Mike,Prefer not to say,Prefer not to say,Prefer not to say,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,19693,82.75289916992188,2025-09-28 02:03:02.912001,,175,apple,zipper,freedom,moon,bathroom,nail,elasticity,customer,discipline,time,81.6006,19696,78.83429718017578,2025-09-28 02:21:01.357466,gpt-3.5-turbo,31,apple,cloud,melody,justice,hammer,freedom,feather,mirror,volcano,laughter,[apple,cloud,melody,justice,hammer,freedom,feather,mirror,volcano,laughter],77.88,77.509,72.6691
3732,CEIBS by Prof. Mike,Woman,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19699,80.59089660644531,2025-09-28 02:03:46.951638,,201,happiness,family,massage,palace,university,lobster,calendar,cake,test,room,82.3012,19702,76.9302978515625,2025-09-28 02:19:55.441790,gpt-4o,88,cake,sky,Hate,book,mountain,boyfriend,hammer,sand,music,hometown,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,74.1916,58.5019
3733,CEIBS by Prof. Mike,Man,Asian,35-44,Moderately comfortable with English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19705,66.04049682617188,2025-09-28 02:03:28.715229,,205,human,universe,time,picture,run,interesting,meaningful,sleep,building,fun,78.7899,19708,86.22730255126953,2025-09-28 02:20:20.921212,gpt-4.0-turbo,120,smartphone,freedom,volcano,particle,violin,shadow,microscope,joy,ocean,badminton,[chair,freedom,volcano,truth,violin,shadow,microscope,joy,ocean,desert],79.1226,84.2941,79.1358
3734,CEIBS by Prof. Mike,Woman,Asian,25-34,Moderately comfortable with English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19711,61.24340057373047,2025-09-28 02:03:47.592983,,206,time,people,happiness,earth,Brain,creativity,good,behavior,communication,nature,77.3115,19714,85.13739776611328,2025-09-28 02:20:11.375460,gpt-4.0-turbo,72,ocean,castle,math,candle,kangaroo,microscope,desk,violin,democracy,Taco,[ocean,castle,philosophy,candle,kangaroo,microscope,avalanche,violin,democracy,taco],90.0558,82.2658,79.9407
3735,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19717,78.19309997558594,2025-09-28 02:02:46.897194,,156,air,wallet,hand,Sky,tiger,Professor,Apple,robot,china,paper,79.4515,19720,74.33480072021484,2025-09-28 02:20:50.229993,gpt-4o,110,dog,mountain,tree,china,chair,ocean,music,camera,wallet,bicycle,[dog,mountain,happiness,book,chair,ocean,music,key,cloud,bicycle],77.0359,77.5912,68.0397
3737,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19729,78.0250015258789,2025-09-28 02:02:16.266754,,135,dog,phone,ball,robot,movie,ice,pineapple,shirt,vegetable,plastic,80.4648,19732,79.32949829101562,2025-09-28 02:21:10.316048,gpt-4o,94,China,black,teeth,book,mountain,happiness,hammer,ocean,music,sandwich,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,75.382,58.5019
3738,CEIBS by Prof. Mike,Man,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19735,85.1532974243164,2025-09-28 02:03:54.234466,,223,Concert,property,coaster,outlets,casino,Princess,destiny,star,poker,ninja,84.9903,19738,79.53389739990234,2025-09-28 02:18:53.563616,deepseek-r1,2,苹果,自由,铅笔,海洋,幸福,椅子,雷声,书,沉默,蝴蝶,[苹果,自由,铅笔,海洋,幸福,椅子,雷声,书,沉默,蝴蝶],79.5339,77.0376,72.0309
3739,CEIBS by Prof. Mike,Woman,Other,18-24,Moderately comfortable with English,Bachelor's degree,1,Other,0,ch,Asia,Executive Class,19741,77.22889709472656,2025-09-28 02:09:48.215182,,114,book,chair,joy,courage,mountain,river,pencil,leaf,sadness,train,80.7129,19744,,,,,,,,,,,,,,,[],,,,,,,,,,,,
3740,CEIBS by Prof. Mike,Man,White,25-34,A native English speaker,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19747,84.5697021484375,2025-09-28 02:01:57.405087,,119,mountain,lager,tiger,building,apple,typhoon,asteroid,confidence,classroom,death,83.9154,19750,80.5447998046875,2025-09-28 02:20:49.947785,gpt-4.0-turbo,105,five,core,loyalty,book,mountain,happiness,hammer,comet,jury,field,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,76.9699,58.5019
3742,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19753,71.29630279541016,2025-09-28 02:03:38.070746,,175,flowers,cat,water,beer,apple,bed,door,guitar,chair,window,78.1105,19756,80.5105972290039,2025-09-28 02:20:44.788579,gpt-4o,104,peach,closet,friendship,bookshelf,Subway,loneliness,nails,owl,noise,rain,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,78.094,58.5019
3741,CEIBS by Prof. Mike,Woman,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19759,70.7260971069336,2025-09-28 02:06:15.024059,,123,milk,drinks,data,Revenue,marketing,production,supply,global,healthy,tasty,83.5986,19762,77.69210052490234,2025-09-28 02:19:01.340920,gpt-4.0-turbo,1,apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,69.0963,58.5019
3743,CEIBS by Prof. Mike,Woman,Asian,35-44,Not a native English speaker but fluent in English,Master's degree,1,Arts and Humanities,0,en,Asia,Executive Class,19765,74.54989624023438,2025-09-28 02:04:49.390216,,222,language,TRAVEL,coffee,money,Books,communication,heart,Brain,music,time,81.2182,19768,76.04840087890625,2025-09-28 02:21:03.144532,gpt-3.5-turbo,103,apple,sofa,love,book,mountain,happiness,door,ocean,music,cloud,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,70.8033,58.5019
3744,CEIBS by Prof. Mike,Man,Asian,25-34,Uncomfortable with English,Bachelor's degree,1,Arts and Humanities,0,en,Asia,Executive Class,19771,81.4937973022461,2025-09-28 02:03:45.648586,,83,butterfly,telephone,happiness,destiny,technology,law,class,table,glass,clarity,82.1271,19774,77.03230285644531,2025-09-28 02:20:16.882979,gpt-4o,5,rock,joy,bicycle,music,paper,pillow,forest,sign,window,idea,[rock,joy,bicycle,music,paper,pillow,forest,sign,window,idea],78.8215,79.7365,76.6244
3745,CEIBS by Prof. Mike,Man,Asian,25-34,A native English speaker,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19777,79.08920288085938,2025-09-28 02:04:12.452739,,121,Big,hanger,prison,microphone,space,bolt,bob,line,apple,China,81.9443,19780,78.70169830322266,2025-09-28 02:22:28.797278,gpt-3.5-turbo,48,guitar,banana,sex,book,mountain,chair,light,shoe,music,spoon,[guitar,banana,love,book,mountain,chair,light,shoe,music,spoon],74.9842,77.6908,68.8601
3747,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19789,81.35299682617188,2025-09-28 04:06:45.429673,,111,Egg,train,laptop,burger,diamond,vehicle,shirt,paper,beef,presentation,80.9403,19792,79.24449920654297,2025-09-28 04:18:59.513516,gpt-4o,35,mountain,spoon,freedom,sunglasses,fire,time,machine,ocean,ox,laptop,[mountain,spoon,freedom,hammer,fire,time,machine,ocean,stone,light],75.3858,77.1808,72.9705
3748,CEIBS by Prof. Mike,Man,Asian,25-34,A native English speaker,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19795,85.3917007446289,2025-09-28 04:06:22.288461,,76,university,election,coffee,basketball,projector,hoodie,hairstyle,ear,antacid,tree,84.747,19798,86.69100189208984,2025-09-28 04:19:21.730607,gpt-4.0-turbo,74,bamboo,hall,planet,happiness,headband,thunder,backhoe,sandwich,freedom,ballet,[tree,ocean,book,happiness,chair,thunder,backhoe,sandwich,freedom,ballet],84.8694,80.9226,74.1091
3749,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19801,74.24009704589844,2025-09-28 04:07:32.492800,,130,lunch,cellphone,car,glass,Hair,bottle,shoes,cat,water,space,79.8248,19804,82.36219787597656,2025-09-28 04:19:12.090217,gpt-4.0-turbo,52,mountain,island,compass,Firework,zeppelin,lamp,emotion,philanthropy,joker,prism,[mountain,charm,compass,firework,zeppelin,thread,emotion,philanthropy,fungus,prism],88.0741,81.6426,80.6795
3750,CEIBS by Prof. Mike,Man,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19807,78.40750122070312,2025-09-28 04:07:14.811606,,132,fish,classroom,baby,shoes,happiness,intelligence,sunglasses,game,chips,piano,80.5202,19810,78.6812973022461,2025-09-28 04:18:24.795624,gpt-3.5-turbo,61,sun,house,freedom,lizard,iceberg,beauty,melody,justice,fireman,mirror,[moonlight,carpet,freedom,lizard,iceberg,perfume,melody,justice,volcano,mirror],85.0198,76.7763,77.0025
3751,CEIBS by Prof. Mike,Woman,Asian,35-44,Not a native English speaker but fluent in English,Bachelor's degree,1,Health Education Services and Agricultural Sciences,0,en,Asia,Executive Class,19813,72.31780242919922,2025-09-28 04:07:30.094481,,138,music,chair,river,idea,dream,bird,wine,flower,tree,smile,78.0174,19816,78.70189666748047,2025-09-28 04:19:14.799559,gpt-3.5-turbo,37,cat,Ring,happiness,mountain,coffee,hammer,galaxy,bicycle,milk,ocean,[dog,book,happiness,mountain,coffee,hammer,galaxy,bicycle,laughter,ocean],80.4377,76.1853,71.7514
3752,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19819,74.85030364990234,2025-09-28 04:05:48.607408,,56,laptop,name,chair,blue,people,wood,Ugly,thank,hungry,Accounting,79.4231,19822,82.8740005493164,2025-09-28 04:18:43.477826,gpt-4o,44,compass,blackboard,jar,freedom,projector,stone,laughter,mirror,hotel,dots,[magnet,cloud,jar,freedom,clock,stone,laughter,mirror,journey,candle],78.6964,82.5138,78.5981
3753,CEIBS by Prof. Mike,Woman,Asian,35-44,Not a native English speaker but fluent in English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19825,76.60299682617188,2025-09-28 04:07:22.426531,,135,school,country,gender,festival,fruit,book,ice,insect,south,air,81.1966,19828,81.29969787597656,2025-09-28 04:18:54.114944,gpt-4.0-turbo,47,whale,volcano,library,balloon,desert,violin,castle,molecule,country,wisdom,[whale,volcano,library,balloon,desert,violin,castle,molecule,thunder,wisdom],84.6911,82.2575,79.983
3754,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,19831,72.12560272216797,2025-09-28 04:08:45.682217,,226,cloud,chocolate,dream,surfing,love,hometown,sunset,Piano,politics,pizza,80.0693,19834,78.21820068359375,2025-09-28 04:19:48.048894,claude-3.5-sonnet,83,Universe,chair,love,president,Monster,happiness,hammer,ocean,music,cloud,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,74.9798,58.5019
3755,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19837,90.89569854736328,2025-09-28 04:06:59.334803,,119,overthinking,vase,microphone,window,Accounting,umbrella,training,presentation,excitement,hammer,86.3762,19840,78.76509857177734,2025-09-28 04:18:45.473435,claude-3-opus,46,air,Binoculars,love,time,microphone,happiness,hammer,ocean,empathy,cloud,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,76.7538,58.5019
3757,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19849,74.90650177001953,2025-09-28 04:07:23.478669,,112,creative,imaginary,Stupid,beautiful,sensitive,traditional,financial,hairy,technical,clinical,80.5421,19852,74.84459686279297,2025-09-28 04:19:54.578115,gpt-3.5-turbo,1,apple,chair,love,book,car,tree,happiness,phone,music,ocean,[apple,chair,love,book,car,tree,happiness,phone,music,ocean],75.24,71.5336,62.4024
3758,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,19855,79.67520141601562,2025-09-28 04:07:54.466513,,169,apple,airport,zoo,desk,campaign,mother,bottle,trash,knot,topic,80.8194,19858,78.0978012084961,2025-09-28 04:19:05.364216,gpt-4.0-turbo,46,apple,chair,love,book,mountain,tiger,hammer,class,knot,cloud,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,70.2139,58.5019
3759,CEIBS by Prof. Mike,Woman,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19861,69.57510375976562,2025-09-28 04:09:11.483413,,156,novelty,independence,differentiation,flexibility,interest,preference,opinion,idea,understanding,Knowledge,84.643,19864,74.75060272216797,2025-09-28 04:18:34.237876,gpt-4.0-turbo,19,mountain,music,freedom,book,shadow,river,elephant,violin,dream,chair,[mountain,apple,freedom,book,shadow,river,elephant,violin,dream,chair],80.6668,75.9816,70.5425
3760,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19867,68.59970092773438,2025-09-28 04:06:05.599597,,52,water,ear,pocket,bag,bottle,phone,necklace,fashion,shoes,Tie,79.9989,19870,,,,,,,,,,,,,,,[],,,,,,,,,,,,
3761,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19873,68.85769653320312,2025-09-28 04:08:09.612634,,129,book,computer,sky,sea,space,sun,human,worm,Gamble,dinosaur,77.8585,19876,76.05979919433594,2025-09-28 04:18:53.613498,gpt-4o,49,apple,mountain,idea,computer,ocean,friendship,galaxy,bicycle,democracy,music,[apple,mountain,idea,lamp,ocean,friendship,book,bicycle,democracy,music],76.1032,74.8224,68.9137
3762,CEIBS by Prof. Mike,Woman,Black,25-34,A native English speaker,Master's degree,1,Business,0,en,Asia,Executive Class,19879,75.78109741210938,2025-09-28 04:06:22.831948,,69,love,cake,tissue,room,Relative,human,classic,direction,escape,music,79.2074,19882,80.76940155029297,2025-09-28 04:18:59.609314,gpt-4.0-turbo,56,tree,quiz,common,Task,hump,freedom,sandwich,harmony,diamond,shadow,[tree,love,computer,ocean,chair,freedom,sandwich,music,diamond,shadow],75.6252,79.9092,72.6629
3763,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19885,73.65160369873047,2025-09-28 04:07:06.546179,,135,computer,fish,water,oxygen,glass,chair,projector,clock,alien,ghost,80.4356,19888,79.6886978149414,2025-09-28 04:19:26.513668,deepseek-r1,84,mountain,earth,octopus,violin,shadow,kite,recipe,laptop,rumor,button,[mountain,theory,octopus,violin,shadow,kite,recipe,glacier,rumor,button],83.852,80.4316,78.7421
3764,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Other,0,en,Asia,Executive Class,19891,62.917198181152344,2025-09-28 04:08:14.694842,,175,tulip,sun,grass,green,sky,bicycle,rainbow,family,river,chocolate,78.5329,19894,84.63529968261719,2025-09-28 04:20:23.121440,gpt-4.0-turbo,81,pressure,chair,love,name,mountain,equity,superficial,laser,music,hammer,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,78.0721,58.5019
3765,CEIBS by Prof. Mike,Man,Asian,18-24,Moderately comfortable with English,Bachelor's degree,1,Arts and Humanities,0,en,Asia,Executive Class,19897,80.64620208740234,2025-09-28 04:06:42.220786,,105,cube,piano,queen,pencil,name,phone,bottle,Lecture,hotel,math,82.1006,19900,80.04720306396484,2025-09-28 04:19:07.103703,claude-3-haiku,64,cube,chair,love,Literature,mountain,happiness,hammer,phone,music,queen,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,71.8998,58.5019
3766,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19903,77.552001953125,2025-09-28 04:07:02.393918,,108,Hi,apple,sun,welcome,game,moss,turtle,mushroom,Ass,time,81.0046,19906,86.07550048828125,2025-09-28 04:18:50.436366,gpt-4o,25,Pomelo,cloud,happiness,pencil,justice,river,melody,knowledge,chair,freedom,[apple,cloud,happiness,pencil,justice,river,melody,knowledge,chair,freedom],78.9984,79.2657,69.8914
3767,CEIBS by Prof. Mike,Woman,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19909,76.96179962158203,2025-09-28 04:07:59.074158,,148,letter,magazine,holiday,flower,screen,office,museum,brusher,camera,Ring,82.4606,19912,88.61979675292969,2025-09-28 04:21:53.615753,ernie-4.0-8k,128,viewfinder,cloud,justice,melody,cashmere,river,snowflake,telescope,crayfish,zephyr,[apple,cloud,justice,melody,pillow,river,snowflake,telescope,umbrella,zephyr],84.7513,83.3329,72.4877
3768,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19915,82.9834976196289,2025-09-28 04:07:18.426561,,123,aurora,freedom,leopard,sushi,galaxy,camera,family,ocean,jacket,alien,82.6726,19918,84.25420379638672,2025-09-28 04:19:29.658349,gpt-4o,88,mountain,chair,laughter,rocket,aurora,book,lens,problem,dream,cake,[mountain,chair,laughter,river,star,book,cloud,problem,glass,egg],81.7789,77.8927,70.5888
3769,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,19921,84.30819702148438,2025-09-28 04:08:05.612027,,176,popcorn,Weed,limbo,knight,lung,answer,Egg,Kid,technology,bible,83.3246,19924,85.68450164794922,2025-09-28 04:19:59.876784,gpt-4o,148,literacy,ceiling,democracy,intimacy,wave,mosquito,Eraser,lizard,prairie,temple,[apple,couch,democracy,friendship,wave,mosquito,painting,stove,prairie,temple],83.2839,83.5791,71.7367
3770,CEIBS by Prof. Mike,Man,Asian,35-44,Moderately comfortable with English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,19927,76.75520324707031,2025-09-28 04:06:56.456808,,99,computer,airport,table,scientist,truck,company,telephone,river,country,school,82.5304,19930,77.85559844970703,2025-09-28 04:19:14.774376,gpt-4o,44,orange,cloud,justice,melody,pebble,sunlight,whisper,canvas,harmony,curiosity,[apple,cloud,justice,melody,pebble,sunlight,whisper,canvas,harmony,curiosity],79.5509,78.0898,72.6381
3771,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,19933,79.29499816894531,2025-09-28 04:08:08.893232,,197,Team,class,war,organization,valley,authority,Glean,stream,star,music,84.5755,19936,83.94319915771484,2025-09-28 04:19:21.756325,gpt-3.5-turbo,69,universe,whisper,cactus,White,scissors,jazz,foam,nostalgia,chicken,condom,[universe,whisper,cactus,empathy,scissors,jazz,foam,nostalgia,treadmill,plumber],85.0382,82.986,83.5764
3772,CEIBS by Prof. Mike,Man,Asian,18-24,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19939,82.4104995727539,2025-09-28 04:10:26.014626,,57,crocodile,furniture,dick,shark,bed,carbon,entrepreneur,apple,hat,rainforest,82.494,19942,78.810302734375,2025-09-28 04:19:42.210862,gpt-4.0-turbo,76,sex,song,planet,bus,dream,bra,rainforest,pillow,emerald,trekking,[diamond,song,planet,bicycle,dream,pizza,forest,computer,sock,painting],77.0418,82.0408,76.1949
3773,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19945,75.12259674072266,2025-09-28 04:07:53.881512,,79,word,China,Banana,teacher,love,Faith,Sport,Male,cat,tea,79.6826,19948,72.31990051269531,2025-09-28 04:20:43.352819,gpt-3.5-turbo,7,cat,table,love,car,tree,happiness,book,coffee,computer,sky,[cat,table,love,car,tree,happiness,book,coffee,computer,sky],72.5467,73.8108,67.158
3774,CEIBS by Prof. Mike,Man,Latino / Hispanic,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,19951,82.30220031738281,2025-09-28 04:07:54.528902,,159,creativity,dinosaur,Beans,principles,light,scissors,baby,gather,technology,park,81.4388,19954,81.11389923095703,2025-09-28 04:21:26.300945,gpt-4.0-turbo,185,apple,chair,perspective,baby,east,dinosaur,hammer,measure,music,Skying,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,74.4527,58.5019
3776,CEIBS by Prof. Mike,Woman,Asian,25-34,A native English speaker,Master's degree,1,Arts and Humanities,0,en,Asia,Executive Class,19963,71.3718032836914,2025-09-28 04:06:22.912282,,65,male,female,child,world,city,Location,milk,bread,Egg,flour,80.2445,19966,75.5176010131836,2025-09-28 04:18:17.883595,gpt-4o,33,apple,chair,bottle,book,mountain,glass,hammer,ocean,music,cloud,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,73.1998,58.5019
3777,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,19969,76.82440185546875,2025-09-28 04:06:23.197475,,44,cup,nail,coffee,phone,Tag,laptop,alcohol,chicken,chair,Hair,81.3237,19972,81.5969009399414,2025-09-28 04:18:23.744500,gpt-3.5-turbo,1,elephant,rainbow,guitar,democracy,pineapple,galaxy,hammer,laughter,skateboard,harmony,[elephant,rainbow,guitar,democracy,pineapple,galaxy,hammer,laughter,skateboard,harmony],82.3662,79.7632,77.0936
3778,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Social Sciences,0,en,Asia,Executive Class,19981,72.81759643554688,2025-09-28 04:06:42.392326,,91,rocket,biscuit,milk,sea,moon,sun,son,river,ocean,mountain,79.6835,19984,87.41790008544922,2025-09-28 04:18:41.765604,gpt-3.5-turbo,39,pineapple,chairman,romance,Material,mountain,happiness,hammer,ocean,musician,system,[apple,chair,love,book,mountain,happiness,hammer,ocean,music,cloud],76.0707,76.0593,58.5019
3779,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Bachelor's degree,1,Business,0,en,Asia,Executive Class,19987,79.92440032958984,2025-09-28 04:07:12.594705,,134,love,pig,Factory,Mud,mars,Electricity,Steel,Aluminium,carbon,battery,81.3317,19990,77.07730102539062,2025-09-28 04:19:42.168799,gpt-3.5-turbo,56,apple,chair,love,Pencil,book,fire,mountain,guitar,freedom,mars,[apple,chair,love,elephant,book,happiness,mountain,guitar,freedom,laughter],75.3169,72.7632,62.0836
3780,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,19993,75.87640380859375,2025-09-28 04:08:32.724041,,194,pineapple,nestle,twinkle,Charm,wiggle,bliss,doodle,snuggle,breeze,blissful,84.7393,19996,,,,,,,,,,,,,,,[],,,,,,,,,,,,
3781,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,19999,79.60810089111328,2025-09-28 04:06:56.458799,,102,chip,salad,boat,visa,sea,whale,inspiration,peace,calmness,flight,81.7545,20002,73.45890045166016,2025-09-28 04:20:18.454102,gpt-3.5-turbo,19,sea,chair,inspiration,mountain,novel,water,dream,elephant,love,intimacy,[apple,chair,happiness,mountain,book,water,dream,elephant,love,spaceship],74.0951,74.751,62.4925
3782,CEIBS by Prof. Mike,Woman,Asian,25-34,Moderately comfortable with English,Bachelor's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,20005,75.6604995727539,2025-09-28 04:06:59.418183,,71,chair,food,phone,tree,window,school,river,city,bed,waiter,79.4528,20008,79.42749786376953,2025-09-28 04:18:50.901768,gpt-4o,53,apple,river,love,spaceship,hammer,ghost,melody,dinosaur,education,tree,[apple,river,love,spaceship,hammer,ghost,melody,dinosaur,cloud,book],78.3865,75.569,69.9739
3783,CEIBS by Prof. Mike,Man,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,Business,0,en,Asia,Executive Class,20011,78.88379669189453,2025-09-28 04:07:52.058829,,163,robot,happiness,toy,car,calculator,Manager,star,river,lady,rabbit,82.0893,20014,81.34239959716797,2025-09-28 04:18:01.912424,deepseek-r1,5,sky,pencil,music,elephant,anger,restaurant,wheel,mirror,grass,Vitamin,[sky,pencil,music,elephant,anger,restaurant,wheel,mirror,grass,vitamin],81.6845,79.453,76.3745
3784,CEIBS by Prof. Mike,Woman,Asian,25-34,Not a native English speaker but fluent in English,Master's degree,1,"Science, Technology, Engineering, Math (STEM)",0,en,Asia,Executive Class,20017,80.05699920654297,2025-09-28 04:07:51.194497,,147,dinosaur,planet,forest,school,toilet,sock,grammar,demand,whale,temple,81.327,20020,93.20790100097656,2025-09-28 04:19:15.364265,gpt-3.5-turbo,71,Pomelo,optimistic,lightning,bioreactor,triangle,comedy,violence,diamond,jellyfish,rainbow,[apple,ocean,dream,hammer,triangle,comedy,violence,diamond,bacteria,rainbow],79.514,87.3387,72.224
