student_id,dat_1_en,dat_2_en,dat_3_en,dat_4_en,dat_5_en,dat_6_en,dat_7_en,dat_8_en,dat_9_en,dat_10_en,sex_en,ethnicity_en,province_en,major_en,college_en,admission_batch_en,candidate_type_en,foreign_language_en
252840134,chair,surfboard,island,god,thought,palm,whirlpool,gale,lightning,rampart,male,Miao,Guizhou,Medical Information Engineering,Intelligent Information Engineering College,Second-batch Undergraduate,Autumn Unified Exam,English
252840136,pen,quilt,essence,reading,apple,puppy,clothes,machine,time,universe,female,Han,Guizhou,Medical Information Engineering,Intelligent Information Engineering College,Second-batch Undergraduate,Autumn Unified Exam,English
252840137,apple,vase,car,marble,gun,book,hair,soil,shoes,light,male,Han,Guizhou,Medical Information Engineering,Intelligent Information Engineering College,Second-batch Undergraduate,Autumn Unified Exam,English
253140101,universe,mountain,water,air,ore,asteroid,orion,planet,cell,cancer,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140102,apple,shoes,tree,runway,love,animal,edamame,flame,clothes,fish,male,Buyi,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253140103,basketball,space,sugarcane,cucumber,flame,tree,shoes,rocket,love,father,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140105,vehicle,traffic,blocks,driver,elevator,runway,sleep,walk,convene,dismiss,male,Tujia,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140112,tomato,tree,tulip,cloud,whale,mars,soil,ocean,comet,atom,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140113,barbell,pear,dumbbell,blocks,rope,nuke,shell,apple,runway,banana,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253140115,talent,text,sky,dream,galaxy,environment,trade,music,technology,art,male,Dong,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140119,water,astronaut,runway,goldmedal,water,rocket,computer,work,feather,ink,male,Buyi,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140120,lighter,happiness,message,brook,imagine,international,love,safety,repression,reason,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140124,pen,laptop,mantou,trashcan,chair,airconditioner,rocket,quilt,water,runway,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140125,car,dream,sports,glasses,swimming,technology,network,friend,game,weather,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Russian
253140127,breakfast,soymilk,forest,fruit,satellite,aerospace,online,password,paddy,grain,female,Dong,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140129,apple,health,ocean,wedding,sky,eco,instrument,future,bottle,lifesaving,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140131,shoes,flight,apple,electronics,cultivation,ordinary,death,god,color,future,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140137,plum,schoolbag,pear,ear,evidence,method,sportscar,redbull,child,soil,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140141,window,bedsheet,windbreaker,pants,orange,watermelon,glasses,paper,screen,light,female,Buyi,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140145,airplane,sport,forest,field,dust,comfortable,friend,training,storehouse,rocket,female,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140146,mao,country,lamp,isolationism,millet,bun,notebook,love,raindrop,university,female,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140150,computer,rose,law,airplane,rice,cellphone,poetry,bridge,thermometer,football,female,Buyi,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140301,mute,bridegroom,honey,starscape,ocean,bittermelon,dog,stinkytofu,cabbage,badge,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140303,basketball,racecourse,airgun,parkour,scenery,airplane,ocean,family,education,altitude,male,Dong,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253140304,airplane,basketball,apple,train,peacock,ant,ginkgo,eye,blocks,games,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140305,apple,table,chair,soil,sky,stream,lightning,cloud,pants,shoes,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140306,cellphone,game,books,trees,happy,flower,education,art,material,type,male,Dong,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140307,fruit,world,animal,tree,ocean,exercise,person,car,street,floor,male,Chuanqing,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140308,vitamin,humanity,pear,tree,eat,fruit,health,delicious,nutrition,breakfast,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253140309,pedal,banana,pajamas,mesh,mouse,rubber,tangyuan,music,store,rack,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140310,airplane,meteorite,ocean,elephant,basketball,wristwatch,travel,superman,pig,city,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140311,trees,flower,camera,strength,schoolbag,glasses,gravitation,mechanics,force,pen,female,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253140313,apple,achievement,author,publisher,time,ceramics,glass,scratch,people,hospital,male,Tujia,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140315,rain,eat,airconditioner,banquet,dust,religion,paint,clay,broadcasting,hello,female,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140317,strawberry,rabbit,toy,symphony,orbit,ai,architecture,sky,organ,nature,female,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140318,spareribs,cloth,endure,time,world,sleep,benevolence,righteousness,toughness,throw,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140320,meaning,orbit,industry,food,structure,dense,secret,chemistry,sports,physics,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140321,wristwatch,seed,mask,microscope,pen,constitution,curtain,whale,desert,bread,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253140322,runway,forest,airplane,glasses,word,university,elephant,world,refrigerator,season,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140323,meaning,end,careful,orbit,orb,feasible,willing,memory,fragrance,method,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140329,tank,moon,banana,sun,streetlight,cardboard,pen,canvas,rocket,lamp,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253140332,playground,shot,squirrel,pine,submarine,airplane,pingpong,spacestation,mango,parade,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140343,airplane,hotel,school,data,education,hat,height,footsteps,traffic,life,male,Miao,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140344,rocket,sky,house,bar,cycling,relax,school,tension,bodyweight,bridge,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140345,school,classroom,class,book,pen,notes,teacher,classmate,listen,podium,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140347,mushroom,coat,cloud,english,mathematics,chinese,politics,history,dense,geography,female,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253140348,boat,springwater,train,carrier,animal,liver,game,cannon,computer,locomotive,male,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253140349,wildflower,bee,friend,sun,life,travel,airplane,tank,books,movie,female,Han,Guizhou,Sports Rehabilitation,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253240128,trees,leaf,sunshine,moisture,train,train,flower,grass,cloud,sky,female,Han,Guizhou,Stomatology Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
253240134,moon,signal,tomorrow,campus,hobby,shoes,sandbag,doll,sandstorm,river,female,Miao,Guizhou,Stomatology Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
253240136,sky,book,folder,case,teapot,ludo,airplane,mud,hair,gold,female,Han,Guizhou,Stomatology Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
253240139,juice,car,bar,potato,airplane,flower,cloud,lightning,soil,bean,female,Han,Guizhou,Stomatology Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
253240140,clothes,puppy,schoolhouse,kitten,trees,cloud,table,hair,headphones,classmate,female,Hui,Guizhou,Stomatology Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
253240142,fruit,shoes,teacher,livelihood,war,international,family,trees,dream,tranquil,female,Han,Guizhou,Stomatology Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
253240146,ginger,bible,liner,intelligence,soy,violin,confidence,purple,personality,mugwort,female,Dong,Guizhou,Stomatology Technology,Clinical College,Second-batch Undergraduate,Autumn Unified Exam,English
253540107,piano,universe,law,sailboat,gene,poetry,microscope,desert,philosophy,stamp,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540108,strawberry,car,house,school,basketball,shoes,police,forest,lake,cloud,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540110,adult,child,study,cellphone,bedroom,bucket,shoes,eye,message,matter,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540111,apple,canvas,paintbrush,eraser,tshirt,shoes,skateboard,basketball,street,shopping,female,Shui,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540112,cellphone,ruler,pole,basketball,house,socks,ring,pencil,brush,tissue,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540113,snowwhite,rollercoaster,vinegar,classroom,sidewalk,quilt,cigarette,camera,builder,exhausted,male,Dong,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540115,mine,water,fire,vision,banana,wood,airplane,ion,gun,knife,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Russian
253540116,water,fire,rope,knife,gun,tree,fish,stone,mud,mine,male,Tujia,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540117,family,relative,library,shoes,path,road,photo,clothes,work,friend,female,Miao,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540119,equipment,playground,water,pen,cup,schoolbag,notebook,library,station,shoes,male,Miao,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540120,difficulty,climate,notebook,cup,future,family,recollection,runway,aerospace,crowd,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540121,emotion,kinship,friend,fruit,milk,vegetable,cow,toy,product,food,female,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540123,clothes,travel,doll,glasses,wristwatch,cup,playground,dance,music,freedom,female,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540124,books,basketball,refrigerator,poetry,pen,train,flower,computer,law,smile,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540125,air,honesty,lucky,silence,climate,temperature,quiet,fact,credit,ability,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253540126,football,progress,civilization,sincerity,lucky,powerful,confidence,persist,rigorous,ban,male,Buyi,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253540127,apple,create,humanity,basketball,dance,africa,computer,missile,human-machine,arbitration,male,Dong,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540128,apple,glass,scissors,step,pen,original,family,banknote,safflower,cub,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540130,strawberry,love,mango,dragonfruit,cantaloupe,taxi,subway,cherry,hotpot,body,female,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540131,hair,hair,clothes,cabinet,ladder,stairs,plate,porcelain,air,gas,male,Tujia,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253540132,cucumber,cup,cellphone,ginger,water,bread,cake,flower,trees,palace,male,Dong,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540133,fruit,food,apple,wood,beast,poultry,life,ocean,universe,galaxy,male,Miao,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540134,willingness,tendency,technology,humanity,use,idle,prophet,devil,preview,pinnacle,male,Tujia,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540136,match,rule,football,playground,basketball,badminton,pingpong,pitch,athlete,cue,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540138,metaphysics,technology,information,life,rookie,life,dream,sports,reckoning,burden,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253540139,youth,vitality,passion,sunshine,regret,beauty,time,recollection,unforgettable,wonderful,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253540141,basketball,microphone,glasses,coat,pants,nail,wisdom,lighter,honesty,strong,male,Shui,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253540142,banana,train,pinpoint,flower,cellphone,barbell,notes,kite,number,work,male,Gelao,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540144,apple,hobby,eat,football,sport,playground,match,champion,advance,worldcup,male,Shui,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540145,investigation,virtue,innovation,intelligence,universe,unprecedented,reason,imagine,prosperity,affluence,male,Buyi,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540146,apple,computer,notebook,host,moon,gpu,rubber,screen,surveillance,pineapple,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540147,car,eat,school,head,learn,practice,exercise,running,swimming,football,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540148,china,formerly,success,miss,schoolbag,rainwear,people,smart,world,menace,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540149,butterfly,panda,dumbbell,barbell,watermelon,mango,court,pitch,court,court,female,Tujia,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540218,apple,jinchengjiang,ucl,space,schoolbag,seafood,yam,scholarship,detergent,patrolman,female,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540233,newyear,void,banana,table,miracle,reading,exam,homework,free,theme,male,Dong,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253540235,song,tube,gas,milliliter,buddy,beast,lipid,odd,pearl,road,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540246,blueberry,hair,schoolbag,textbook,home,school,dog,cat,window,elevator,female,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540249,pear,technology,apple,stool,hongkong,world,love,ideal,dream,china,female,Gelao,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540302,ocean,bomb,past,story,apple,red,land,juice,clothes,produce,male,Miao,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540303,shell,airplane,train,missile,carrier,ship,train,rifle,grenade,satellite,male,Miao,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540304,airplane,watergun,infrared,stinkytofu,syringe,sauce,swatter,badminton,redflag,boat,male,Yi,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540305,mealcard,id,banana,bow,apple,shot,chalk,rocket,medal,runway,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540308,trees,house,highway,car,railway,train,sky,airplane,space,rocket,male,Hui,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540311,pretty,haircut,comment,tidy,mom,baby,brother,drawing,refuse,look,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540313,banana,motorcycle,hair,clothes,train,textbook,arm,basketball,raining,sun,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540321,blade,weapon,knife,sky,photography,paint,brain,magma,keycard,ocean,male,Han,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540322,goodie,villain,beauty,road,kaili,bijie,brother,sister,agree,refuse,female,Dong,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253540323,sleep,fire,dog,sheep,donkey,cow,deer,horse,monkey,chicken,male,Miao,Guizhou,Social Sports Guidance & Management,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253740101,weekend,online,effort,opening,encourage,notebook,achievement,fruit,snack,scenery,male,Buyi,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740102,apple,banana,cantaloupe,dragonfruit,sugarcane,orange,pineapple,grape,jackfruit,watermelon,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740103,bath,pencil,pants,table,subway,elevator,map,trees,stream,floor,male,Buyi,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740104,watermelon,red,green,circle,delicious,cheap,sweetness,juice,platter,rind,female,Tujia,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740105,mango,freedom,sport,study,lively,confusion,exploration,car,mountain,contentment,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740106,apple,banana,longan,lychee,hotel,subway,airplane,car,train,train,male,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740107,road,trees,leaf,pit,soil,illumination,bag,moisture,nutrition,labor,male,Tujia,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740108,mood,poetry,mountains,life,starscape,cell,ecology,conservation,petroleum,motivation,male,Yi,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740110,happy,happy,abstract,sleeper,lively,melancholy,winner,engineering,management,football,male,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740111,clothes,rod,plastic,book,bench,flower,ripple,moon,thread,sun,male,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740112,powerful,help,running,brave,kind,gentleness,understand,strong,optimistic,persist,male,Tujia,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740113,fruit,basketball,games,mathematics,feather,animal,lamp,mattress,tile,taxi,male,Buyi,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740114,banana,apple,pear,orange,pomelo,watermelon,dragonfruit,kiwi,papaya,muskmelon,male,Gelao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740115,train,bus,scooter,motorcycle,car,tanker,snowplow,train,gondola,bicycle,male,Tujia,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Russian
253740116,bread,ink,branch,airconditioner,car,fish,rock,wind,darkmatter,emotion,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,Japanese
253740117,universe,microscope,contract,calculus,quantum,sun,engraving,contract,supplychain,yangge,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740118,fruit,food,green,red,circle,water,delicious,seasons,extensive,cheap,female,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740119,dream,marriage,airplane,snowmountain,windbreaker,spiderlily,warmth,finance,taboo,paradise,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740120,university,snowflake,banana,terrace,clothes,cell,glasses,land,sunshine,textbook,male,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740121,gym,banana,runway,pitch,court,court,basketball,football,volleyball,tennis,male,Li,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740123,basketball,weather,tunnel,management,personnel,time,umbrella,sports,hobby,language,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740124,food,like,orange,yellow,tree,fragrance,drink,exam,medicine,item,female,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740125,aid,emotion,dance,jog,sing,write,mentality,form,format,responsibility,male,Buyi,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740126,name,teammate,badminton,pingpong,football,volleyball,court,pitch,court,pool,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740127,duck,tangyuan,resources,market,yadea,chili,appearance,swimming,communication,schoolbag,female,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740129,starscape,garden,books,cooking,piano,cooperation,courage,rule,running,stroll,female,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740132,forever,control,jade,human-machine,obgyn,strength,compete,world,lightning,summit,male,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740133,watermelon,strength,game,optimistic,sport,badminton,football,sleep,sunshine,confidence,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740134,book,trees,pencil,movie,study,life,inspirational,effort,money,river,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740136,apple,mirror,stud,comb,chopsticks,whistle,spoon,television,headphones,lamp,female,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740140,book,sky,slipper,hair,brand,glass,stereo,cell,air,virus,male,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740142,authentic,cave,runway,court,subway,pool,sky,earth,fruit,vegetable,male,Shui,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740143,bun,fresh,understand,reckoning,thing,anger,authentic,cheap,enemy,movement,male,Dong,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740144,basketball,eat,gaming,walk,clap,leap,shoes,meddle,stretch,trample,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740145,classroom,screw,banana,mop,stool,brother,tree,grid,glasses,rope,female,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740146,eat,cup,school,travel,depart,escape,study,fiddle,guava,beef,female,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740147,money,pen,seat,color,paper,playground,tree,flower,book,mathematics,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740148,leave,two,inside,fear,wu,fish,treasure,TRUE,old,home,male,Miao,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740149,eat,sleep,study,profit,romance,basketball,travel,picnic,mountaineering,cycling,male,Shui,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740151,runway,match,fabric,clothes,part,machine,fruit,drink,timber,book,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740152,student,pear,hair,pen,knife,carbon,cloth,paint,machine,cellphone,female,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740153,computer,food,game,table,basketball,mouse,sleep,onslaught,eat,training,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
253740154,train,sun,river,leaf,bear,monkey,farmer,robot,basket,sugar,male,Han,Guizhou,Leisure Sports,Sports Health College,Arts/PE Undergraduate,Autumn Unified Exam,English
