index,source,subset,collection_date,word_1,word_2,word_3,word_4,word_5,word_6,word_7,word_8,word_9,word_10,word_dat_score,word_dropped,cue_model_name,cue_1,cue_2,cue_3,cue_4,cue_5,cue_6,cue_7,cue_8,cue_9,cue_10,cue_dat_score,cue_dropped,augment_1,augment_2,augment_3,augment_4,augment_5,augment_6,augment_7,augment_8,augment_9,augment_10,augment_dat_score,augment_dropped,demo_age,demo_gender,demo_country,demo_region,demo_ethnicity,demo_education,demo_major,demo_english_comfort,demo_program_type,demo_multilingual,extra_json
pnas_R_2P28d7CZM9pinoX,olson_pnas2021,study2,,Ball,Light,Shoe,Rain,Smoke,Hair,Car,Tree,Mountain,Sun,70.19502,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_TaMkyST5HuvNx85,olson_pnas2021,study2,,Psychology,Alcoholic,Training,Exercise,Geography,Smashing,Delinquent,Motivation,Ginormous,Drive,81.72906,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_1IbzJawEx3UcLBd,olson_pnas2021,study2,,House,Star,Stick,Bicycle,Grass,Water,Elephant,Traffic light,Pineapple,Sound,73.06434,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_3r2NqC0eZ1Am1Mg,olson_pnas2021,study2,,Caravan,Shoe,Space shuttle,Motherboard,Lamb,Ski,Textbook,Trampoline,Referee,Jumper,85.67796,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_tPWv2tZVG9Sx0d3,olson_pnas2021,study2,,Sheet,Chair,Sink,Bed,Mat,Glass,Clock,Bag,Bottle,Bin,,1,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_1H0FVT3A9KSXHY7,olson_pnas2021,study2,,Apple,Pear,Table,Bed,Chair,Car,Spade,Hammer,Jacket,Surfboard,,1,,,,,,,,,,,,,,,,,,,,,,,,,,70,Male,United Kingdom of Great Britain and Northern Ireland,,,,,,,FALSE,
pnas_R_78v9SP3TaTFn0id,olson_pnas2021,study2,,Seedpod,Toothbrush,Wave,Mother,Moon,Zucchini,Key,Intestine,Zebra,Glove,88.97604,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Australia,,,,,,,FALSE,
pnas_R_2UYlIqamj2g084D,olson_pnas2021,study2,,Car,Tile,Fence,Water,Barley,Dog,Wire,Computer,Newspaper,Moon,73.77625,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_1FLjgE82xIUZqhY,olson_pnas2021,study2,,hose,shovel,wood,soil,house,cloud,carpet,window,sky,lake,74.47198,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_30iWOFhryVUsDku,olson_pnas2021,study2,,circle,needle,gas,water,LED,soil,data,heat,mother,time,76.89977,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_oZSl5FpJr95RUvT,olson_pnas2021,study2,,computer,fluff,marshmallow,leaf,fluid,ribbon,hook,skin,cork,feeling,78.27466,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_3EMxG6SLQxYi6em,olson_pnas2021,study2,,Arrow,Paperwork,Mindset,Chronicle,Sudden,Figurative,Arduous,Painstaking,Corralled,Minuscule,81.63925,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_25yAQWaHiDVOnsg,olson_pnas2021,study2,,Headphones,Notepaper,Combine harvester,Bitumen,Lace,Grass,Glass,Zip,Hatchet,Ice,89.09825,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2rIzmwTi6zS08eu,olson_pnas2021,study2,,Dog,Car,Ladder,Mountain,Star,Atom,Bug,Bus,Tree,Coin,80.39527,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_7PS6rDNCtoJGVQB,olson_pnas2021,study2,,horse,fence,wind,floor,jumper,nose,pen,boot,snow,clock,73.74961,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_2Tt57iVvwII5eyD,olson_pnas2021,study2,,Shoe,Music,Knitting,Sister,Garden,Coffee,Wine,Maths,Rug,Dance,73.86797,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_6fC5oklrtbEi4ZX,olson_pnas2021,study2,,cow,fantasy,moon,banana,wheel,bandana,filter,puppy,guitar,slime,83.50334,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_2QK71HNRb53yQmt,olson_pnas2021,study2,,Haybale,Iceberg,Oven,Tree,Dog,River,Sanddune,Hotel,Pie,Vault,78.03542,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_56BcCblCJ59axgt,olson_pnas2021,study2,,Paper,Clips,Card,fingers,eyes,tongue,ears,nose,cup,lip balm,67.9186,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_u7YCm2FqaLhngpr,olson_pnas2021,study2,,boat,plane,shoe,house,rifle,tree,dog,ocean,copper,cheese,72.235535,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_1dsIY7NAHXbu6jD,olson_pnas2021,study2,,monkey,country,star,car,dot,telephone,broomstick,remote,label,gum,84.446785,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,FALSE,
pnas_R_2zvCCzP6OuceLTS,olson_pnas2021,study2,,umbrella,bike,glass,church,car,flower,radio,chair,Phone,plane,74.58969,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_yUSYjcoTRijACGd,olson_pnas2021,study2,,cricket,soccer,chess,bonsai,sky,umbrella,computers,arts,photos,paintings,78.55285,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,China,,,,,,,TRUE,
pnas_R_3imtV66BnfcEwIq,olson_pnas2021,study2,,Car,Spoon,Coat,Floor,Tree,Splinter,Jam,Money,Girl,Song,77.81036,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_UhkUZVuFGpA3MDD,olson_pnas2021,study2,,bee,tablet,chord,clover,bucket,shoe,fish,waterbottle,sand,tissue,81.11744,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_28FH0gP0WpehmAN,olson_pnas2021,study2,,Car,Door,Railway,Apartment,Cafe,Rubbish bin,Sunglasses,Water,Television,Shoe,75.26923,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3PXeZZW0oGsJwtO,olson_pnas2021,study2,,birds,saucepan,arrow,tent,magnifing glass,wine,rabbit,onion,water,dog,78.10807,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_1QDt8JFIDRyhrxx,olson_pnas2021,study2,,dog,crumpet,bucket,razor,padlock,map book,calculator,ball,bridge,aeroplane,84.683464,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_3Jf1a9PxlqrpMx4,olson_pnas2021,study2,,Spades,Pens,Cars,Paper,Screws,Trees,People,Stoves,Stars,Cities,80.241196,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_3Dqjz8t2AkSOfXa,olson_pnas2021,study2,,elephant,flower,car,petrol,ocean,handbag,kitten,lip gloss,telephone,pen,77.41221,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_1LNyaMK610YejTt,olson_pnas2021,study2,,Bed,Tree,Road,Birdroof,Fruit,Tyre,Factory,Bus,Chocolate,Shoe,74.12317,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_DwnHkxjuPrjhTuV,olson_pnas2021,study2,,Bed,Car,Cloud,Table,Building,Book,Paint,Music,Elevator,Water,74.33822,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female,Australia,,,,,,,FALSE,
pnas_R_vUCO0hQF8gKP5Dj,olson_pnas2021,study2,,Car,Plane,Rock,Mist,Coin,Screw driver,Microbe,Marshmallow,Helium,Tank,84.45067,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_3knOodxWXHZsTN8,olson_pnas2021,study2,,Earth,Air,Sun,Moon,Water,Fire,Inch,Mile,Biscuit,Chair,63.03161,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_r9gZ7QvTfJyaVcB,olson_pnas2021,study2,,Shoe,Toothbrush,Can opener,Dictionary,Pillow,Apple,Wrench,Lightbulb,Matches,Fertiliser,81.94685,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_2s1tKGgrCsD0HTj,olson_pnas2021,study2,,car,sport,fashion,computer,diet,culture,zoology,dinosaurs,craft,electronics,79.106125,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,TRUE,
pnas_R_bj6kifgkIui9KY9,olson_pnas2021,study2,,Raspberry,Bolt,Granite,Ukelele,Beret,Quantum,Enigma,Existentialism,Fat,Pi,87.99355,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,FALSE,
pnas_R_tFIGm3tauni8yGJ,olson_pnas2021,study2,,Apple,Leap,Depressed,Expand,Communism,Galaxy,Equation,Face,Beneath,Extinguish,83.749535,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_12usiOgAk6zYHLO,olson_pnas2021,study2,,Chair,Ground,Building,Car,Boat,Triangle,Pyramid,Ball,Hat,Bed,73.43408,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3IaZrtY3c1rrMD2,olson_pnas2021,study2,,fish,rock,tree,chair,coat,cheese,car,goat,sky,bottle,75.27937,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_1Qt2nO7w7rduQdl,olson_pnas2021,study2,,Fast,Slow,Decent,Rude,Soft,Hard,Many,Few,Kind,Cruel,59.760124,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_3hlND69k8ltv4rT,olson_pnas2021,study2,,Land,Moon,Sticky Tape,Mantle piece,Flower,Bed,Chewing gum,Schnitzel,Window,Sill,79.48995,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Switzerland,,,,,,,TRUE,
pnas_R_1HwYSOcjG8keXM5,olson_pnas2021,study2,,Outer,Inner,Loose,Tight,Bright,Dull,Limp,Rigid,Far,Near,63.160007,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_1o0E4sSoFNwCNRR,olson_pnas2021,study2,,computer,pen,apple,roller,card,jar,magazine,hat,box,pan,77.56481,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_1IoWoe7iBHOzNwG,olson_pnas2021,study2,,Dog,Bench,Plant,Box,Human,Car,Fruit,Island,Air,Shoes,74.74726,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_1pW3kBuoWuFnqsw,olson_pnas2021,study2,,Onion,Green,Ocean,Music,Truck,Scissors,Tshirt,Computer,Tears,Scorpion,81.12585,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_R5m6CvHcQdvKocV,olson_pnas2021,study2,,Friend,Enemy,Native,Foreign,Human,Alien,Asset,Liability,Light,Dark,71.84049,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_30ibyvlWfi1JVHn,olson_pnas2021,study2,,apple,loneliness,headset,cyclone,river,paint,box,equilibrium,barrette,eyeball,86.40532,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_3MsOVLGDhrCIgmu,olson_pnas2021,study2,,Dog,Pin,House,Grass,Atom,Neon,Meteor,Doctor,Plastic,Niece,81.66731,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_2yr75sjD5HdEK0U,olson_pnas2021,study2,,Pork,Cloud,Nail,Love,snicker,divert,subpoena,twentysix,cork,obsolete,88.75062,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,FALSE,
pnas_R_1CCNWzAJpHpsIxy,olson_pnas2021,study2,,Board,carpet,phone,water,window,leaf,horizon,tinsel,cream,train,76.531654,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,Australia,,,,,,,FALSE,
pnas_R_DdhrL9ll6Hmsyjv,olson_pnas2021,study2,,Concept,Face,Programme,Cannon,Beach,Car,Hydrogen,Biscuit,Hope,Twig,80.97437,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_2QtbG1dNeSx7pgx,olson_pnas2021,study2,,Chair,Moon,Ocean,Chalk,Lungs,Office,Banana,Car,Toy,Nail,79.55749,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_1dmg1aPB9IpP4Rc,olson_pnas2021,study2,,paperclip,mother,headphones,tractor,merry-go-round,shoes,massage table,shade shelter,dishwasher,motorbike,88.03595,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_z6Z5mo7p0DoZhkd,olson_pnas2021,study2,,tyre,hammer,cloud,star,bottle,meal,family,work,engine,rest,83.83156,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_uaf6SkqDG42HUdj,olson_pnas2021,study2,,Phone,Mountain,Microbe,Carpet,Steel,Brain,Pressure,Trolley,Laser,Shadow,85.12761,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_1qaBgCEAQPIEIYB,olson_pnas2021,study2,,Black,White,Sun,Moon,Hot,Cold,Green,Red,Brick,Paper,54.7968,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_1MJ6ugXkcA9Qv1T,olson_pnas2021,study2,,kite,school,car,scissors,earth,nail,tree,water,sky,petrol,77.38918,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_3kHudKMIEzj3Nuo,olson_pnas2021,study2,,Psychology,Tree,Rug,Sleep,Nail,Animal,Ballet,Sex,Cannabis,Hurt,77.94465,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_3IPIDF96kixyUeu,olson_pnas2021,study2,,apple,crocodile,pressure,attitude,kindness,graphics,window,sugar,female,cup,82.84125,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,,,,,,,,TRUE,
pnas_R_3lGG1qQjHyCQSr8,olson_pnas2021,study2,,Hill,Picture,Hot,Happy,Time,Candle,Dog,Chair,Road,Sky,67.677345,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,FALSE,
pnas_R_2BrJLJ3Cjr77eQB,olson_pnas2021,study2,,Cat,Book,Galaxy,Creativity,Education,Flower,A.I.,Backpack,Samurai,Role playing game,81.541145,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,TRUE,
pnas_R_1dukOlXjiebo0Ax,olson_pnas2021,study2,,Cat,Child,Flower,Fax,Tie,Vest,Trousers,Lemon,Sea,Tree,78.208595,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_26bPUZ1P2dLZCyf,olson_pnas2021,study2,,Word,Picture,View,Blind,Illuminate,Dumbstruck,Genius,Baby,Cemetery,Church,78.26618,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_3iEIPOZPsPltQO1,olson_pnas2021,study2,,Book,Airplane,Basketball,Clippers,Sombrero,Mountain,Elephant,CD,Runners,Sword,83.5328,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,
pnas_R_1q3eoEqNaCml5OY,olson_pnas2021,study2,,cactus,human,dingo,argentina,bible,thrush,tea,iglo,wheelchair,twerk,85.88347,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,
pnas_R_1Q0BQViAStpZFpX,olson_pnas2021,study2,,carpet,alian,boat,urine,toes,snail,toothpaste,gold,piano,headache,80.625656,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_3D5yCahNmxxyyTu,olson_pnas2021,study2,,Bus,Club,Can,Hand,electron,caravan,star,fridge,hook,page,81.21948,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,Australia,,,,,,,FALSE,
pnas_R_W3tgWOIsW1VA2eB,olson_pnas2021,study2,,car,train,plane,tap,box,belt,shirt,rain,clouds,water,73.40828,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_3JF8wvlBO7C8ANW,olson_pnas2021,study2,,Train,Sunshine,Frog,Program,Novel,Happiness,Woman,Connection,Fact,Isotope,80.72307,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,TRUE,
pnas_R_27e5YgAtewqT3Gr,olson_pnas2021,study2,,Shoe,Mammal,Cushion,Rocket,Rolling-pin,Mask,Rope,Concrete,Radio,Sigh,85.05106,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_3mkJO8iKhLEAyJP,olson_pnas2021,study2,,Shoelace,Generator,Bowl,Asteroid,Tunnel,Steak,Tissue,Wheel,Pen,Train,87.70312,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_0rlEQDpDvi39ipz,olson_pnas2021,study2,,Box,Lemon,Hand,Road,Wood,Carriage,Glass,Chimney,Dvd,Fish,69.61007,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_12tpt8SsjYHtVkA,olson_pnas2021,study2,,Car,Balloon,Eyelash,Boat,Ocean,Hill,Watch,Tree,Potato,Cardboard,77.338326,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Male,United Kingdom of Great Britain and Northern Ireland,,,,,,,TRUE,
pnas_R_1g5yox0ySZd3eXx,olson_pnas2021,study2,,Dog,Car,Hat,Bridge,Bowl,Coffee,Curtains,Rat,Girl,Earring,76.23261,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_3ixujN6uzPGXGxz,olson_pnas2021,study2,,dress,bread,fridge,cardboard,shoes,sewing machine,spectacles,jug,car,jersey,75.41963,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_ykAX2GUAgwfZgNX,olson_pnas2021,study2,,Dog,Star,Blanket,Peak,Ipad,Tape measure,Gavel,Nerves,Fridge,Nylon,86.86099,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female,Australia,,,,,,,FALSE,
pnas_R_3nquALKJzwUrvyM,olson_pnas2021,study2,,chair,mug,bulb,bird,plastic,fire,picture,clouds,lemon,fields,72.98296,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_3J8fQuJyujYVFCW,olson_pnas2021,study2,,Cup,Skateboard,Leatherjacket,Fish,Stone,Planet,Television,Carpet,Lion,Screwdriver,80.852036,0,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,
pnas_R_2EmFA9i4477aHIz,olson_pnas2021,study2,,Car,Shampoo,Tree,Handle,Nose,Bowl,Sandpaper,Gum(chewing),Steak,Cloud,76.92952,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_3iFhjqqv8zcXypp,olson_pnas2021,study2,,Table,Book,Shoe,Brush,Lamp,Seed,Ice,Gas,Car,Tooth,78.219536,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_3OjHhHkIPcxgENe,olson_pnas2021,study2,,Fabric,Stone,Smile,Fence,Glitter,Dog,Sun,Newspaper,Grass,Sox,71.25148,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Australia,,,,,,,FALSE,
pnas_R_3CNmdJv7d0yB96J,olson_pnas2021,study2,,Cat,Sabotage,Crimea,Price,Sleeper,Trampoline,Love,Communism,Scream,Wallet,85.731995,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,FALSE,
pnas_R_10VjodFNX1Fxd4J,olson_pnas2021,study2,,money,sheep,houses,spacestation,mountain,ocean,plutonium,nylon,tractor,spear,81.66296,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2VfNpFqKirxUZrI,olson_pnas2021,study2,,Lightshade,Envelope,Lemon,Circus,Fairy,Entrepreneur,Graph,Heather,Bath,Stone,86.8596,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_2tcbGJs0sOH8h80,olson_pnas2021,study2,,Tree,Chair,Soil,Book,Clarinet,Cloud,Zombie,Oxygen,Big toe,Coffee,84.3736,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_2EuUubF5O0szVTQ,olson_pnas2021,study2,,brain,fork,shoe,bench,rope,iron,aquarium,bonsai,blender,calculator,78.724754,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2usy4IQ6k2McDyI,olson_pnas2021,study2,,Car,Chair,Church,Ball,Shoe,Shampoo,Watch,Chicken,Book,Moon,78.175896,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,
pnas_R_1mhdG1QsWP8eIv2,olson_pnas2021,study2,,brain,spring,bottlecap,cartoon,knowledge,brush,shiv,darkness,bus,chaos,85.33832,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,Male,Australia,,,,,,,FALSE,
pnas_R_2EzpGzaPHqq9BAz,olson_pnas2021,study2,,sea,dinosaur,termite,towerblock,volcano,train,mug,kaleidoscope,computer,pencil,82.25418,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,United Kingdom of Great Britain and Northern Ireland,,,,,,,FALSE,
pnas_R_BxkooCZnGj85MaZ,olson_pnas2021,study2,,Ball,Card,Screw,Water,Key,Stand,Bottle,Trap,Wing,Hinge,71.88003,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Male,Australia,,,,,,,FALSE,
pnas_R_1KfpMJCSnkz6Its,olson_pnas2021,study2,,Nose,Soup,Shell,Feather,Fear,Orange,Cloggs,Lint,Smell,Light,75.052345,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,New Zealand,,,,,,,TRUE,
pnas_R_3PNoOazqfDYiZMY,olson_pnas2021,study2,,mouse,bottle,book,pen,teeth,shoe,watch,car,lolly,door,76.88375,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female,Australia,,,,,,,FALSE,
pnas_R_a3Rl5Utfy7h9f9f,olson_pnas2021,study2,,Car,Root,Stone,Fart,Leather,Pin,Country,Cup,Appendix,Gamma ray,81.94844,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2q8g5sHbbogqza4,olson_pnas2021,study2,,Cat,Grass,Man,Crabs,Brick,Clown,Table,Mountain,Skies,Giraffe,74.35715,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,Female,Ireland,,,,,,,FALSE,
pnas_R_2vc8Crgtviorlet,olson_pnas2021,study2,,Sun,Jumper,Shampoo,Toenail,Surfboard,Windmill,Cabin,Knife,Oar,Helicopter,83.17261,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,TRUE,
pnas_R_3oHeJ2DCQhESItn,olson_pnas2021,study2,,Far,Tree,Atom,Understood,High,Colourful,Bland,Tasteful,Lucky,Book,78.58996,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,TRUE,
pnas_R_2tlGdfUerzOl81S,olson_pnas2021,study2,,Jeans,Glacier,Cat,Digger,Spaceship,Well,Record,Spring,Tadpole,Weathervane,85.58972,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,
pnas_R_z5Sk4FMu5acfKmd,olson_pnas2021,study2,,Man,Woman,Waterfall,Volcano,Boat,Car,Adult,Child,Flower,Animal,72.501175,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_1pYU1V5De7Z7Erv,olson_pnas2021,study2,,Folded,Damp,Frozen,Perforated,Thick,Striped,Transparent,Reflective,Numbered,Corrugated,70.34524,0,,,,,,,,,,,,,,,,,,,,,,,,,,65,Male,Australia,,,,,,,FALSE,
pnas_R_1Gx0chV5MRxogTm,olson_pnas2021,study2,,Flower,Planet,Stone,Sweat,Car,Antelope,Bushel,Door,Man,Light,84.574005,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_27kZ18ymHytOYQR,olson_pnas2021,study2,,banana,swimmer,lantern,pen,bible,communism,trigonometry,shoes,wifi,dollhouse,88.40686,0,,,,,,,,,,,,,,,,,,,,,,,,,,18,Female,Australia,,,,,,,FALSE,
pnas_R_1qUqj3yPxJ6YmL2,olson_pnas2021,study2,,Bread,Biscuit,Table,Light,Blanket,Beach,Tyre,Jacket,Yacht,Sail,75.956085,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
pnas_R_1Ol7pWUlaqvKYrd,olson_pnas2021,study2,,ball,concrete,microbe,system,dust,water,lasso,paper,paste,bean,80.12433,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,TRUE,
pnas_R_2dgVctU5NtuEViq,olson_pnas2021,study2,,Cheese,Polymers,Canvas,High rise,Aardvark,Twelve,Lichen,Dentures,Tank,Springs,92.11984,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2SHaPSP6y43zxLb,olson_pnas2021,study2,,Car,Football,Computer,Plant,Love,Scratch,Box,Star,Dog,Hairstyle,76.220406,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Male,Australia,,,,,,,FALSE,
pnas_R_3hoUXdwUfXqkJKb,olson_pnas2021,study2,,Tree,Bike,Silver,Tattoo,Plastic,Whale,Sand,Rainbow,Icecream,Paste,72.689674,0,,,,,,,,,,,,,,,,,,,,,,,,,,26,Female,Australia,,,,,,,FALSE,
pnas_R_pQ53n4aziYPvDFv,olson_pnas2021,study2,,Ashtray,Microphone,Plant,Breadstick,Rock,Puffer fish,Uranus,Neutrino,Placenta,Greg,93.47735,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,
pnas_R_2zjYODEcya53FR7,olson_pnas2021,study2,,fluid,nasty,diamond,feelings,meat,perfume,visible,distance,black,bright,78.593925,0,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,
pnas_R_3KJGPGSwNvanLYy,olson_pnas2021,study2,,Dog,Scarf,Lawnmower,Sunshine,Soup,Doona,Pencil,Library,Challenge,Love,82.755,0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Female,Australia,,,,,,,FALSE,
