model_name,batch,temperature,source_file,dat_score,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.11937,mountain,hammer,happiness,spoon,freedom,lamp,boat,time,apple,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.717896,water,chair,joy,mountain,bird,hammer,storm,freedom,book,shadow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.95076,shelf,universe,emotion,key,ocean,clock,plant,shadow,idea,bread
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,71.463356,cloud,freedom,book,mountain,idea,stone,time,river,mirror,laughter
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.77896,table,river,joy,time,hammer,finger,bread,freedom,tree,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.23892,tree,book,happiness,river,lamp,cloud,justice,bicycle,shadow,sandwich
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,80.48476,cloud,chair,freedom,hammer,river,elephant,bread,time,window,letter
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.9943,river,chair,freedom,bread,hammer,hat,cat,bicycle,moment,joy
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.66744,cloud,idea,mirror,joy,stone,clock,breeze,law,leaf,shadow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,71.75862,storm,table,freedom,hand,bread,knife,joy,hour,hat,river
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.21178,cloud,chair,time,river,idea,stone,music,shadow,hope,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,70.327225,book,idea,tree,happiness,chair,time,water,door,animal,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.76952,cloud,chair,happiness,bread,clock,pencil,idea,window,stone,song
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.19862,mountain,chair,freedom,cloud,book,joy,river,idea,clock,bread
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.02393,chair,storm,joy,bottle,time,hat,hammer,apple,hand,river
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.80732,cloud,happiness,river,umbrella,freedom,mountain,mirror,justice,moment,peace
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.449265,mountain,spoon,happiness,cloud,book,time,chair,light,water,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.72477,cloud,chair,idea,hammer,ocean,clock,butterfly,stone,happiness,bread
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.32548,chair,cloud,freedom,brick,river,stone,mirror,tree,sound,light
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.70836,tree,book,freedom,water,mountain,time,music,light,joy,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.87241,tree,clock,happiness,fire,ocean,knife,music,mountain,book,hat
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.79822,mountain,hammer,idea,rainbow,mirror,fear,clock,leaf,smile,boat
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.32876,chair,mountain,time,lamp,freedom,hammer,cloud,idea,bread,happiness
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.79134,mountain,spoon,shadow,bicycle,fog,laughter,brick,feather,comet,freedom
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,70.07606,chair,water,idea,tree,storm,clock,hand,happiness,book,shoe
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.04583,cloud,justice,bread,hat,hammer,fish,tree,joy,metal,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.71723,tree,book,happiness,hammer,shoe,bread,window,dog,flower,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.71196,water,paper,star,door,anger,flower,machine,peace,ice,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.93155,mountain,clock,freedom,chair,cloud,hope,spoon,time,book,river
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.69329,chair,cloud,happiness,water,stone,clock,idea,mirror,wind,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.963875,mountain,freedom,chair,dog,book,time,river,hat,computer,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.66984,cloud,chair,time,stone,laughter,bottle,freedom,mirror,river,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.92021,flower,idea,river,table,shadow,thunder,bird,bridge,liberty,candle
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.33793,mountain,clock,freedom,river,book,shadow,law,tree,music,joy
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.63033,chair,mountain,freedom,dog,hammer,storm,finger,apple,tree,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.66449,mountain,freedom,bottle,sunset,book,happiness,river,chair,cloud,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.7661,mountain,chair,idea,hammer,apple,book,flower,time,mirror,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.283264,mountain,idea,chair,coin,flower,box,time,hammer,river,hope
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.30848,idea,mountain,dog,chair,thunder,hammer,finger,joy,star,tree
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.02,mountain,book,happiness,cloud,car,music,bread,ocean,light,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.38549,cloud,chair,idea,river,lamp,joy,book,time,stone,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.58787,chair,river,idea,mirror,hammer,star,freedom,feather,glass,moment
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.94964,mountain,book,happiness,chair,mirror,river,freedom,clock,cloud,laughter
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.01612,mountain,clock,happiness,chair,ocean,book,freedom,lamp,cloud,key
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,70.67608,chair,cloud,idea,law,time,book,light,river,metal,plant
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.29625,umbrella,cloud,freedom,bicycle,mountain,clock,joy,mirror,law,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.83673,cloud,book,happiness,bicycle,stone,idea,chair,river,time,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.297226,mountain,mirror,idea,star,clock,joy,paper,shadow,engine,whisper
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.51406,mountain,happiness,book,tree,ocean,time,chair,fire,freedom,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.720345,freedom,chair,cloud,hammer,river,idea,mirror,laughter,time,dog
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.852905,hope,candle,planet,laughter,brick,winter,river,shadow,courage,melody
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.76987,mountain,clock,happiness,elephant,book,river,chair,cloud,bread,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.76102,mountain,book,happiness,bicycle,clock,ocean,mirror,freedom,knife,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.8691,cloud,spoon,chair,time,tree,glass,law,river,hat,song
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.279724,mountain,pillow,joy,lion,hammer,moment,freedom,bicycle,honor,bread
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.25191,mountain,book,happiness,chair,cloud,justice,river,computer,laughter,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.2829,mountain,book,joy,time,river,chair,freedom,cloud,knife,glass
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.62304,mountain,clock,freedom,tree,joy,mirror,book,honesty,dog,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.15681,apple,mountain,idea,clock,river,bicycle,joy,book,cloud,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.3951,mountain,clock,happiness,river,chair,idea,cloud,bread,shadow,freedom
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.47535,mountain,chair,freedom,ocean,book,happiness,wheel,time,shadow,justice
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.534515,mountain,book,freedom,chair,river,hammer,cloud,honesty,button,laughter
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,80.04045,chair,river,freedom,laptop,spoon,mountain,lamp,justice,hammer,bread
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.4806,tree,chair,freedom,mirror,clock,storm,bottle,honesty,hammer,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.75404,thunder,chair,freedom,finger,bread,bird,fire,moment,joy,hammer
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,80.750175,chair,cloud,freedom,stone,laughter,bridge,hourglass,shadow,mirror,breeze
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.489,tree,emotion,book,cloud,time,chair,music,river,idea,stone
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.284645,book,water,time,tree,joy,mountain,chair,cloud,idea,stone
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.5455,cloud,book,joy,clock,bridge,chair,shadow,hope,leaf,hat
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.033165,apple,mountain,book,freedom,river,chair,justice,cloud,laughter,time
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.30926,cloud,chair,time,mirror,joy,river,lamp,honesty,bicycle,shadow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.469925,mountain,spoon,freedom,hammer,apple,hat,rabbit,tree,finger,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.55099,mountain,freedom,chair,hammer,clock,dog,book,storm,river,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.89244,cloud,freedom,chair,time,spoon,bread,joy,river,mirror,key
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.68761,stone,happiness,clock,mirror,cloud,book,mountain,fire,dream,shadow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.245346,cloud,chair,happiness,tree,hammer,bread,finger,hat,moment,freedom
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.95958,cloud,lamp,brick,bicycle,book,freedom,time,law,fear,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.39627,mountain,laughter,key,shadow,courage,spoon,ocean,curiosity,clock,whisper
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.04769,mountain,spoon,freedom,apple,hat,lamp,river,joy,wool,hammer
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.73547,apple,mountain,freedom,clock,joy,shoe,star,law,tree,wind
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.02399,mountain,book,ocean,chair,idea,clock,flower,journey,hat,light
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.626434,river,chair,concept,fog,melody,shadow,hope,bread,feather,sunlight
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.38944,apple,chair,cloud,book,bicycle,mirror,mountain,clock,idea,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,80.73339,cloud,chair,freedom,hammer,bottle,river,dog,tree,time,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.97882,chair,cloud,freedom,bread,laughter,stone,shadow,melody,candle,whisper
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.83716,cloud,chair,idea,cat,apple,hat,mountain,time,hammer,tree
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,71.99716,air,clock,joy,tree,mirror,stone,shadow,idea,river,bread
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.72153,mountain,umbrella,happiness,river,chair,lightning,book,cloud,bicycle,time
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.1385,mountain,spoon,happiness,apple,hat,lamp,river,clock,freedom,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,85.17253,lightbulb,mountain,sandwich,confusion,ember,fog,anchor,trinket,laughter,shard
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,80.17269,mountain,umbrella,happiness,hammer,cloud,toothbrush,justice,bicycle,leaf,echo
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.919266,cloud,mirror,time,bread,hammer,hat,animal,book,water,wheel
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.595055,chair,cloud,idea,joy,hammer,storm,tree,hand,light,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.28138,apple,mountain,chair,idea,stone,laughter,window,shadow,journey,clock
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.005615,water,book,happiness,chair,mountain,clock,freedom,car,tree,computer
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.46707,tree,chair,cloud,love,time,bird,hammer,river,bread,shadow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.02396,book,water,freedom,bird,hammer,bread,justice,storm,chair,mountain
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.89172,mountain,chair,freedom,apple,dog,hat,rain,hammer,finger,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,80.24321,tree,book,happiness,chair,cloud,shoe,clock,ocean,lamp,rainbow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.19955,tree,chair,happiness,hammer,apple,bird,shoe,moment,glass,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.28715,tree,chair,cloud,book,lamp,time,idea,freedom,hammer,window
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.25548,ocean,spoon,cloud,freedom,clock,stone,joy,window,music,shadow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.902336,cloud,chair,joy,river,book,bicycle,time,glass,bread,hat
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.94,mountain,chair,time,river,mirror,freedom,ladder,book,fire,window
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.57158,mountain,hammer,joy,bread,table,hat,dog,tree,rain,moment
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,71.337265,lightning,sorrow,hammer,melody,shadow,courage,flame,bridge,feather,puzzle
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.398964,mountain,book,happiness,knife,cloud,chair,bird,shoe,bread,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.39169,tree,chair,cloud,freedom,knife,time,machine,glass,river,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.23569,mountain,chair,freedom,dog,tree,hammer,finger,time,book,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.74041,mountain,clock,freedom,cloud,book,shadow,river,laughter,mirror,time
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.05562,mountain,happiness,spoon,thunder,fence,elbow,rabbit,leaf,cloud,hammer
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.2236,mountain,chair,freedom,apple,dog,hat,book,hammer,river,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.79748,tree,chair,freedom,dog,apple,cloud,book,thunder,finger,hammer
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.03021,mountain,chair,freedom,apple,cat,hat,hammer,cloud,book,joy
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.536896,river,mirror,laughter,bread,finger,plastic,butterfly,cactus,thunder,harmony
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.00261,chair,mountain,freedom,bread,hammer,finger,moment,storm,happiness,silk
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.671,book,cloud,idea,lamp,river,stone,joy,brick,mirror,time
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.21714,mountain,laughter,bread,justice,river,hammer,hat,cloud,freedom,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.09336,chair,book,cloud,time,stone,laughter,shadow,hope,bottle,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.50231,mountain,chair,idea,bread,bird,shirt,hammer,hand,car,joy
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,80.16401,book,river,freedom,tiger,chair,moon,hammer,bread,tree,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.57762,cloud,chair,idea,apple,river,clock,stone,laughter,bridge,shadow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.67325,mountain,spoon,freedom,hammer,apple,hat,bicycle,clock,window,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.21178,time,chair,cloud,stone,music,idea,river,mirror,wind,hope
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,80.272934,cloud,keyboard,laughter,bicycle,mirror,ocean,brick,puzzle,candle,echo
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.797424,ocean,candle,idea,mountain,computer,book,cloud,mirror,time,apple
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.93125,mountain,book,happiness,chair,river,lightning,bottle,justice,cloud,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.63779,tree,rock,chair,hammer,cloud,time,sound,light,window,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.04706,mountain,chair,freedom,finger,hammer,bread,clock,hat,river,joy
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.61268,mountain,pillow,elephant,river,freedom,hammer,cactus,finger,thunder,bridge
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.77898,chair,mountain,happiness,cloud,book,time,river,justice,bicycle,dog
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.76806,cloud,chair,happiness,book,time,bicycle,mirror,law,tree,fear
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.687386,mountain,chair,happiness,cloud,bottle,time,book,light,fear,coin
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.05706,umbrella,mountain,time,spoon,honor,spider,dream,hammer,river,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.10803,chair,mountain,idea,tree,cloud,joy,hammer,shadow,moment,mystery
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.3363,mountain,bicycle,freedom,cloud,book,window,happiness,stone,lamp,time
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.84604,mountain,lamp,idea,bread,hat,bird,hammer,boat,finger,fear
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.89607,water,chair,freedom,tree,dog,lamp,time,bread,hammer,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.70754,cloud,chair,time,stone,mirror,happiness,river,book,fear,bottle
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.39671,cloud,freedom,chair,river,elephant,time,hammer,fire,idea,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.83141,cloud,chair,freedom,hammer,apple,river,hat,joy,bottle,stone
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.41191,mountain,chair,freedom,apple,dog,hat,hammer,moment,finger,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.12977,joy,chair,cloud,moment,stone,lamp,shadow,garden,laughter,freedom
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.569954,mountain,book,love,wheel,cloud,music,lamp,time,metal,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.858986,mountain,chair,freedom,river,book,cloud,tree,shadow,wind,time
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.21392,mountain,spoon,freedom,book,river,lamp,time,hammer,shirt,cloud
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,82.37357,mountain,symphony,freedom,hammer,bread,pencil,lamp,river,shirt,tree
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.13424,cloud,table,happiness,law,river,idea,metal,sound,flower,time
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.40621,cloud,rocket,mirror,time,hope,candle,laughter,journey,bubble,harmony
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,81.97453,mountain,spoon,freedom,tiger,hammer,elbow,calendar,joy,apple,bicycle
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,72.85114,mountain,happiness,book,ocean,time,chair,light,freedom,stone,music
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.37182,cushion,mountain,hammer,freedom,bicycle,time,mirror,bread,insect,whistle
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.05685,tree,chair,cloud,idea,clock,stone,laughter,magnet,window,freedom
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.61056,mountain,chair,freedom,apple,computer,hat,hammer,wheel,time,glass
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.887245,cloud,chair,happiness,lamp,time,mountain,book,window,river,spoon
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.44851,tree,chair,freedom,cloud,joy,hammer,river,moment,brick,thunder
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.30851,ocean,joy,hammer,chair,mirror,freedom,spoon,finger,time,song
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.76284,mountain,book,freedom,clock,leaf,laughter,glass,star,bridge,shadow
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.06209,mountain,spoon,happiness,cloud,chair,justice,river,book,mirror,clock
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.941025,river,cloud,laughter,spoon,journey,brick,harmony,lantern,feather,puzzle
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.830864,chair,cloud,hammer,candle,book,freedom,time,mountain,laughter,bread
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.747116,mountain,lamp,joy,freedom,bread,hammer,rain,shadow,moment,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,68.24043,idea,table,rain,tree,joy,hand,hammer,moment,box,water
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.486206,river,chair,joy,bread,dog,hat,hammer,car,tree,moment
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,79.15192,cloud,chair,freedom,hammer,bread,time,river,idea,spoon,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,81.46462,cloud,hammer,justice,echo,puzzle,window,laughter,shadow,bridge,sponge
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,82.548416,cloud,spoon,freedom,computer,hammer,river,button,justice,chair,fire
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.89512,mountain,chair,cloud,pencil,happiness,clock,ocean,cheese,shadow,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.768166,book,mountain,joy,chair,hammer,freedom,river,cloud,time,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.7428,mountain,clock,joy,ocean,chair,freedom,cloud,book,mirror,leaf
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.96368,mountain,clock,freedom,dolphin,chair,computer,cloud,justice,hammer,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.09572,moon,laughter,river,table,freedom,cloud,stone,music,shadow,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,74.908936,chair,cloud,idea,river,lamp,time,stone,book,shadow,joy
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.50531,mountain,bird,chair,freedom,book,river,time,window,tree,hammer
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.48524,book,freedom,river,clock,idea,tree,laughter,ocean,computer,mirror
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,81.14028,mountain,book,happiness,hammer,apple,cloud,clock,ocean,chair,idea
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.1252,cloud,mirror,idea,time,chair,joy,river,shadow,wind,stone
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.06609,water,ladder,time,feather,cloud,lamp,joy,stone,mirror,leaf
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.37136,cloud,mirror,happiness,river,book,time,mountain,idea,hammer,light
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.81706,cloud,chair,happiness,river,book,time,bread,shadow,music,fear
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,77.69815,cloud,chair,joy,bread,river,mirror,freedom,mountain,hat,time
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,75.38065,mountain,cloud,clock,freedom,shadow,bottle,dream,river,key,fear
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,76.3951,mountain,clock,idea,cloud,chair,happiness,river,book,tree,light
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,73.9377,cloud,chair,time,dog,storm,cup,hand,love,fire,book
DeepSeek-R1,old_2024,0.5,average_machine_raw.csv,78.387054,cloud,chair,lamp,river,freedom,clock,stone,shadow,mirror,idea
GPT-5,new_2025,0.5,new_machine_baseline.csv,51.79200722,hammer,ocean,justice,music,butterfly,thunder,mirror,cactus,bread,shadow
GPT-5,new_2025,0.5,new_machine_baseline.csv,55.055581,mountain,bicycle,friendship,thunder,pencil,ocean,justice,laughter,mirror,cactus
GPT-5,new_2025,0.5,new_machine_baseline.csv,56.62855828,cloud,hammer,bread,ocean,whisper,freedom,lantern,dust,tiger,justice
GPT-5,new_2025,0.5,new_machine_baseline.csv,60.23065738,stone,spoon,bicycle,cloud,melody,justice,laughter,bread,ink,planet
GPT-5,new_2025,0.5,new_machine_baseline.csv,48.03937396,ladder,mountain,thunder,courage,music,water,shadow,bridge,time,sand
GPT-5,new_2025,0.5,new_machine_baseline.csv,54.07996147,mountain,apple,justice,thunder,mirror,river,aroma,butterfly,melody,engine
GPT-5,new_2025,0.5,new_machine_baseline.csv,55.67855651,mountain,butterfly,hammer,onion,thunder,justice,mirror,puzzle,ocean,dream
GPT-5,new_2025,0.5,new_machine_baseline.csv,51.95225527,apple,river,music,courage,hammer,cloud,shadow,window,sand,fox
GPT-5,new_2025,0.5,new_machine_baseline.csv,55.36988373,stone,river,thunder,candle,melody,justice,meadow,ladder,cloud,puzzle
GPT-5,new_2025,0.5,new_machine_baseline.csv,62.07189002,hammer,cloud,melody,cactus,justice,pebble,lantern,butterfly,vinegar,galaxy
GPT-5,new_2025,0.5,new_machine_baseline.csv,50.74460899,mountain,apple,hammer,river,music,courage,shadow,tiger,thunder,pillow
GPT-5,new_2025,0.5,new_machine_baseline.csv,49.95830999,mountain,chair,cat,bread,music,freedom,hammer,planet,hand,laughter
GPT-5,new_2025,0.5,new_machine_baseline.csv,56.42217582,elephant,cabbage,hammer,mountain,thunder,pillow,freedom,circle,music,elbow
GPT-5,new_2025,0.5,new_machine_baseline.csv,56.0570199,stone,butterfly,hammer,melody,justice,cloud,bread,planet,whisper,rainbow
GPT-5,new_2025,0.5,new_machine_baseline.csv,59.3816003,galaxy,hammer,butterfly,thunder,justice,bread,elbow,ocean,melody,dust
GPT-5,new_2025,0.5,new_machine_baseline.csv,53.81419271,hammer,cloud,melody,bread,planet,shadow,justice,tree,mirror,thunder
GPT-5,new_2025,0.5,new_machine_baseline.csv,51.97339203,mountain,spoon,freedom,cat,thunder,pillow,music,river,brick,sunrise
GPT-5,new_2025,0.5,new_machine_baseline.csv,52.93694386,chair,cloud,music,justice,dog,bread,hammer,leaf,memory,star
GPT-5,new_2025,0.5,new_machine_baseline.csv,54.12646099,spoon,mountain,justice,melody,thunder,cat,ocean,brick,dream,smoke
GPT-5,new_2025,0.5,new_machine_baseline.csv,54.88824013,cat,elbow,hammer,bread,rainbow,justice,music,planet,bubble,dream
