index,model_name,temperature,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,intelligence,dat_new,dat_old,prompt_big_category,prompt_sub_category
06084f1551d9a8294e323e770c07a734.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
b6f1603e0fb50dcd99f878c24fae69f5.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
aa4ce72e32ca209ba6474d421cbd0326.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
4943537fbd7e13f7736c4203cb792fc7.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,cloud,dream,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
f0b8e653b1ce046c00ea7db8c30b0c49.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
201c527429e8ffc27f936af8f7b5b335.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,computer,dream,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
22d92c36e05fcad7d74f1ae9558b3b5a.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
a945df39010b0403b7cae01cc936d17b.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
152b57f8b698a49e6507faf00f339779.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
1167ae72065bfe73aec359792dc4e160.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
67c1ce842b8a118ab19ac93ce17010a7.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
fbc61465e471e3bd0bc4703673447801.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
a4e4c9a915a431ebb16beea7dc29a8c0.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
17dd6d94cc6acf63aabf5127dbcca4f4.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
4654a7cff9f44ddde39e6a6301e2c817.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
65c67ae552e007b04a9db03827942a57.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
aca012d5c85c420a820a3ed2ecef6d98.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
de92999e95d8827c4a5d7ac65afe2c96.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
66ea28b715a018a8ee6d02f5d7b4ba45.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,justice,whisper,shadow,laughter,grain,echo,freedom,LLMs,50.08772484,75.11436557,Baseline prompt,Baseline prompt
3ef5b69a984a43320c755bfd4bfd83ef.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
962cda2dd803c079f05f6674647599de.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
46adb5320c82ad4251b2218ca42cefb7.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
d2e2ec054c44522ad07e3ae792604085.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
1e5f7e34434e1e266e6ac759b20b2897.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,justice,whisper,shadow,laughter,river,dream,clock,LLMs,50.08772484,75.11436557,Baseline prompt,Baseline prompt
81c52d93d172c04963c7db7de13622a6.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
e4dcbf760fc7b8cee8265d884b2b1e70.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,thread,dream,ocean,anger,key,LLMs,44.7429697,77.54332725,Baseline prompt,Baseline prompt
019138759272c8328223b59dfa070de5.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,cloud,dream,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
4497d279c398e0ebd79972bc80dc0b28.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
eec76c056659de095b1f68e08a6fc7e9.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,computer,dream,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
c5be9fb006a930ca6e3ff397af5c515c.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
d988d3342cff4f259adcbf274d9133cc.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
6786c54f35dcb05afdcf1f1d0aea7718.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
e829c87050a8e6d9e0107ce66326a86c.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,cloud,dream,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
abf6c296fad6a7611fdaf2333d0b6efe.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
8295b1df5c3d492de7ece9e60fe51b24.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,cloud,freedom,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
652fb6402883dacf38624057ede76f6e.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
f8c0739f4f923cb0585acd0bf19a5970.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
b0204be8c0f10ff80569c090c025a253.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,cloud,freedom,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
e582e56b809cdbeaf677f88d5efe8aa1.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
1f79130fc1c4c68a7660a639107c975a.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
a74789a0a4382aa9eeafef29bbf392e9.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
56983db170f343bbe043c229d388869a.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
f9dd6d0bb7eeb50d26873eeb8cb6bd99.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
ec37e6ab1d07b824fbc06570e37a8d56.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,ocean,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
90e027e2fe93942047bd393b788fe1a6.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
6024aaf3f99da3aa688c0d1a2f1a0811.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,ocean,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
4886562cfb45b07463b9a594487eba63.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
339552075a7188f2980d2a0bf1376f70.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,whisper,democracy,shadow,laughter,river,justice,dream,LLMs,50.66943415,76.46050292,Baseline prompt,Baseline prompt
959800a175e2cb2ab6b829b5567aee6c.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
c0dcb04187b57a8bf0a6200d44b89639.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
6c0fcfa6a621a401c9bf81fd6da4b50e.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
a656e7ac0a32e9a7c0d32a0e5999177f.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
edb27cd8b07684a389888a31d5d18008.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
4f56575cf469a7bd487b3ace0239db7d.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
82b8122d9d266ec464818e2797b64af1.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
9992d03b822d7e163b70fc7f2a1b424f.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
51cd599d0b32457f70b1f60a4b4c718f.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
d50f909f38729b9cd3d098f225290238.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
74585eef00b9e48c1f5e38e340006e84.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
1a34166f5d2fdc5063e847cc14ecc05e.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
68711f7e5469f7e61503fd3360dd1406.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
9568236c3c913007d23fde4df47d495c.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
54fbf4bb844bccc9a53783d6f56a8df9.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
65f4c838f1cbc773f31a38392a9d5b7a.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,needle,dream,ocean,anger,wheel,LLMs,49.54221231,78.53342717,Baseline prompt,Baseline prompt
05a8b0d10de6332ae87857de2b5da342.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
d78736db9f74b19021a2ac03a30da90d.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
ad9b50af56fe828dcd08d151e6d61433.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
7c87a2ae3a57ed979360af11794a9e22.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
6d25647ee6bb1ac0430a542f3190b4f2.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
a32df0e97c9daa79dc2647fd9eb49d19.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,cloud,dream,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
55481c5a0166904f85c26cb77d2987c1.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
5db6f84564e6143c87e2ef81059c2091.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
95d9195061b4e9c537a469d48e1bb5cf.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
fe90f21a7b45f349432e7ff312238224.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,computer,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
41b5b05eaf062c3587448c87a0fdd100.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
d08f6183552c79b0bc4e1e5ed63d6149.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
a7dbd0a8f7a8ffb2e02c373a1b202763.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,computer,dream,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
1f3ebe29b8e3671fe35af2cf71a37d45.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,window,laughter,gravity,river,dream,LLMs,48.684818,77.52370921,Baseline prompt,Baseline prompt
24a89fa5be314cfe0666514d99b11ead.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
6aac21f9affe2575b70e95e340f1806f.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
feeff67fd8cc644ec8774b2d26ce8292.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,whisper,democracy,shadow,laughter,river,justice,dream,LLMs,50.66943415,76.46050292,Baseline prompt,Baseline prompt
cf92243585676e9a56306ffe33061a2d.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
9032998c36c90a787ebad9959de01e2e.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
f3ccff1d2249429aaa8dd39b635313a1.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
f19c1c9122284fbb6160d7b6c4c18ae3.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,computer,dream,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
92bead6f9ef5372f168914e574dd1138.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,computer,dream,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
fda2a7137033bfdcca26498838082cfb.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
aaa1df0d742229e53ffc39b302e38c6f.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
be461ebd10d8512f8d929c4202858f2e.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
97545f9bb610168b976bb9783cd2370b.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
486e82b0b5088bb32215b23f9d307e65.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
0cdb57728fd019074ff940c51978a4cf.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
ce8abcf36b915336b19b7da1750fd40f.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,justice,whisper,shadow,laughter,river,dream,clock,LLMs,50.08772484,75.11436557,Baseline prompt,Baseline prompt
0de7043bff3dd9e3d150526c3e2e22aa.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
7d405f50c95ac9456176e6df7a6fa9a4.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,whisper,justice,sand,melody,hunger,echo,dream,LLMs,53.39881782,77.6013241,Baseline prompt,Baseline prompt
27d4843a6d6f8081b7257fa19d45eb19.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
a13b8220fedb92049b155e3b32888b2a.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
81f70c6b89de9b87f3c02ac32e14f3e0.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,ocean,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
284d5c704847093728e2cd84ca3ecc0a.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
93e546b650d419435590d9a8b5ccdbf4.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,computer,dream,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
b6887f457311299736cbb2ddc06ac72b.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,computer,dream,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
3b708396f98c3f7aed7b356409c4f007.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
a1753182782bca4d4ba7f252a2312289.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
dd8f56d82f78c4a23b5ccafcbd9ddcb2.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
45d20143e4ee746a18ce094b41382820.pickle,Deepseek-Chat,1.00E-05,love,mountain,law,engine,dream,paint,silence,justice,cloud,rhythm,LLMs,44.49976813,76.08736758,Baseline prompt,Baseline prompt
f308d79c904c439c6401d47a96bb0844.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
631b744a6ad5687231813e6bff7f7088.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
b7eb4032fbb8db6b31e0c17ffd8bb1bf.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,justice,whisper,shadow,laughter,river,dream,clock,LLMs,50.08772484,75.11436557,Baseline prompt,Baseline prompt
4288af120c31288ee17d32f9f06a9c01.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,whisper,democracy,shadow,laughter,river,justice,dream,LLMs,50.66943415,76.46050292,Baseline prompt,Baseline prompt
f63ee4d50048e2146b43f5136074fa9c.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
8029a78594f6512da2e06b058cec01d4.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
daa90d59d27e68b761c989599395442d.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
6aaf0a04b6528407445283a7488c7820.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,computer,dream,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
8e9946acce23093238b9d1f411de8435.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
d35f3b4555c7d72ca32f85e5ae314fc3.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
a76255af3ddb55cef567143c6814b943.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
1021b580da8c6385174ca5985ebaba8c.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,needle,dream,ocean,anger,wheel,LLMs,49.54221231,78.53342717,Baseline prompt,Baseline prompt
702515082ce9f05acecd7748940bc858.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
0638b773d0bfc5b2114a25475ab4e6f0.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
e8ca8f043ba1e7d679baf0533980c799.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
ba002e38bde0eca98504439093d161b3.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
615a8c46fd2943e64cddbe41f6d09721.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
3f0888193c2c93428778316041a0eb0b.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
b91287993d1142cb34336fce24b408bb.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,whisper,democracy,shadow,laughter,river,justice,dream,LLMs,50.66943415,76.46050292,Baseline prompt,Baseline prompt
7a7f1142f4a262210634e362edda4aae.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
d52ebc3acb5c7fb478e94f97c7c9fc83.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,clock,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
300d5cd1f509334a18b39b48fa85c7be.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,justice,star,window,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
90966e0e5b62072c9a169b398cb553bf.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
703a7be20618596efc4b567b4161cc6d.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,justice,river,laughter,computer,freedom,window,LLMs,49.47863482,75.27805993,Baseline prompt,Baseline prompt
55ece4ad19a28f713ca1768f7b3a7d69.pickle,Deepseek-Chat,1.00E-05,love,mountain,engine,silence,democracy,river,laughter,computer,justice,cloud,LLMs,50.25325834,76.74397277,Baseline prompt,Baseline prompt
