model_name,provider,intelligence,region,reasoning,release_date,date_precision,noun_0,noun_1,noun_2,noun_3,noun_4,noun_5,noun_6,noun_7,noun_8,noun_9,dat_score,between_unit_posaware
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,restaurant,kitten,perfume,galaxy,83.039185,78.172683
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,mountain,piano,cookie,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,mountain,kitchen,poem,bicycle,pineapple,microscope,77.735123,76.355463
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,strawberry,bicycle,kitten,mountain,cookie,80.765984,77.330807
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,guitar,recipe,glacier,perfume,robot,sandbox,81.711021,77.874868
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,cookie,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,guitar,restaurant,snowflake,kitten,perfume,bicycle,library,volcano,cookie,85.297272,79.601075
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,piano,sandwich,mountain,kitten,perfume,circuit,77.967659,76.253513
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,snowflake,restaurant,kitten,piano,library,83.046928,78.556645
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,sandwich,kitten,mountain,perfume,algorithm,82.287361,77.740607
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,guitar,snowflake,temple,computer,perfume,84.240601,78.327300
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,snowflake,perfume,submarine,galaxy,83.302322,78.035016
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,piano,frost,kitten,compass,fragrance,82.800293,77.936156
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,piano,cookie,forest,library,bicycle,perfume,glacier,79.382378,77.415612
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,mountain,piano,cookie,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,pizza,guitar,snowflake,perfume,tractor,galaxy,81.974686,77.547250
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,cookie,mountain,microscope,pillow,factory,79.789421,76.779772
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,carpet,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,submarine,snowflake,perfume,temple,84.891060,78.866048
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,guitar,snowflake,perfume,submarine,kitten,restaurant,library,85.794601,79.897597
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,carpet,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,guitar,restaurant,snowflake,perfume,submarine,kitten,bicycle,library,volcano,86.631378,80.532137
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,cookie,library,mountain,poem,piano,kitten,sandwich,80.014076,76.697701
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,guitar,cookie,mountain,library,kitten,piano,storm,79.789421,77.160965
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,anchor,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,library,snowflake,perfume,submarine,restaurant,galaxy,84.010986,78.499700
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,mountain,piano,cookie,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,lizard,submarine,library,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,perfume,submarine,cookie,galaxy,84.847275,78.168673
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,cookie,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,storm,pillow,factory,melody,80.906769,77.253908
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,mountain,piano,cookie,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,bicycle,snowflake,perfume,submarine,82.448578,77.686293
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,cookie,microscope,fountain,galaxy,82.823090,77.918541
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,piano,cookie,mountain,library,kitten,storm,perfume,79.467308,77.171724
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,lizard,microscope,sandwich,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,piano,sandwich,bicycle,perfume,glacier,galaxy,79.347145,77.005874
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,strawberry,piano,bicycle,snake,pillow,factory,79.650352,77.058116
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,lizard,piano,snowflake,restaurant,microscope,83.601990,78.340694
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,poem,microscope,pillow,glacier,83.327393,77.652211
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,sandwich,bicycle,perfume,glacier,neuron,80.611504,77.503642
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,sandwich,storm,kitten,mountain,perfume,80.467400,77.255455
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,pineapple,bicycle,library,snowflake,perfume,submarine,galaxy,81.499741,77.761257
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,cookie,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,fungus,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,cookie,mountain,microscope,pillow,factory,79.789421,76.779772
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,smile,book,mountain,kitchen,guitar,library,frost,76.793190,75.465264
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,cookie,mountain,microscope,pillow,algorithm,79.789421,76.779772
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,carpet,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,perfume,submarine,cookie,galaxy,84.847275,78.168673
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,library,kitten,volcano,perfume,microchip,restaurant,84.174034,78.419753
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,sandwich,piano,kitten,mountain,perfume,robot,80.548248,77.391779
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,carpet,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,carpet,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,kitten,perfume,galaxy,sandwich,piano,snowflake,84.035385,78.755937
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,cookie,microscope,fountain,galaxy,82.823090,77.918541
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,snowflake,restaurant,kitten,piano,library,83.046928,78.556645
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,harmonica,carpet,glacier,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,sandwich,kitten,mountain,piano,perfume,galaxy,78.853828,76.274667
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,guitar,sandwich,mountain,perfume,robot,butterfly,78.723991,76.237343
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,snowflake,restaurant,kitten,piano,library,83.046928,78.556645
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,anchor,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,harmonica,cookie,glacier,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,cookie,mountain,microscope,pillow,orchestra,79.789421,76.779772
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,fungus,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,mountain,piano,bicycle,perfume,snowflake,restaurant,microscope,80.580482,77.195622
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,mountain,sandwich,piano,kitten,storm,museum,79.117630,76.981112
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,guitar,restaurant,whale,pillow,bicycle,library,strawberry,mountain,software,82.882362,78.905611
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,library,perfume,volcano,kitten,piano,snowflake,84.383568,78.651269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,guitar,snowflake,perfume,submarine,galaxy,83.821831,78.095381
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,submarine,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,anchor,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,cookie,mountain,poem,piano,kitten,harbor,80.014084,76.840151
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,submarine,perfume,volcano,piano,snowflake,restaurant,84.063042,79.289828
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,fungus,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,cookie,mountain,microscope,sock,freedom,79.467300,76.795943
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,snowflake,restaurant,kitten,piano,library,83.046928,78.556645
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,harmonica,frost,manuscript,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,equation,flower,guitar,ocean,library,sandwich,mountain,emotion,82.613373,77.751215
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,strawberry,bicycle,kitten,mountain,dictionary,80.765984,77.330807
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,poem,piano,fungus,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,bicycle,perfume,glacier,kitten,piano,82.833481,77.657646
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,mountain,piano,cookie,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,mountain,piano,cookie,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,piano,sandwich,mountain,kitten,perfume,circuit,77.967659,76.253513
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,anchor,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,sandwich,storm,kitten,mountain,perfume,81.033882,77.239285
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,carpet,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,guitar,snowflake,restaurant,perfume,submarine,galaxy,81.689278,77.615319
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,lizard,ocean,library,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,storm,pillow,factory,melody,80.906769,77.253908
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,piano,sandwich,mountain,kitten,perfume,circuit,77.967659,76.253513
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,restaurant,kitten,perfume,submarine,83.039185,78.172683
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,mountain,piano,cookie,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,piano,sandwich,bicycle,perfume,glacier,galaxy,79.347145,77.005874
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,sandwich,kitten,mountain,piano,perfume,galaxy,78.853828,76.274667
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,kitten,harmonica,cookie,glacier,83.172432,77.739060
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,piano,sandwich,bicycle,perfume,glacier,manuscript,79.347145,77.005874
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,fungus,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,cookie,microscope,fountain,pillow,82.823090,77.918541
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,pineapple,bicycle,kitten,mountain,piano,sandwich,81.822052,77.241292
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,anchor,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,pineapple,guitar,snowflake,perfume,submarine,temple,82.144371,77.829532
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,lizard,library,sandwich,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,guitar,restaurant,snowflake,perfume,submarine,pillow,quilt,galaxy,bicycle,85.429489,79.929902
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,piano,sandwich,mountain,kitten,perfume,circuit,77.967659,76.253513
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,sandwich,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,guitar,snowflake,perfume,submarine,galaxy,83.821831,78.095381
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,snowflake,restaurant,kitten,piano,library,83.046928,78.556645
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,fungus,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,guitar,cookie,mountain,library,kitten,piano,onion,79.789421,77.160965
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,sandwich,mountain,perfume,robot,onion,79.117638,76.751281
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,bacteria,painting,pineapple,bicycle,library,volcano,piano,snowflake,84.673019,78.869660
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,pineapple,bicycle,snowflake,perfume,harmonica,submarine,81.499741,77.537248
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,pineapple,guitar,snowflake,library,perfume,submarine,galaxy,84.240585,78.322839
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,fungus,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,sandwich,piano,kitten,mountain,perfume,robot,80.548248,77.391779
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,anchor,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,library,snowflake,perfume,submarine,restaurant,galaxy,84.010986,78.499700
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,equation,flower,guitar,hospital,kitten,mountain,sandwich,universe,84.645889,78.642352
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,cookie,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,kitten,perfume,lizard,piano,snowflake,restaurant,82.202164,78.392635
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,guitar,cookie,mountain,library,kitten,piano,onion,79.789421,77.160965
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,microscope,carpet,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,cookie,microscope,fountain,galaxy,82.823090,77.918541
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,cookie,microscope,fountain,pillow,82.823090,77.918541
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,guitar,cookie,library,storm,pillow,bicycle,museum,81.185677,77.607357
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,frost,monastery,motorbike,fungus,83.799904,77.969868
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,frost,monument,fragrance,submarine,83.799904,77.969868
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,cookie,microscope,fountain,galaxy,82.823090,77.918541
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,submarine,pillow,stamp,fragrance,glacier,82.897919,78.110210
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,sandwich,forest,bicycle,perfume,glacier,79.479012,77.089887
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,snowflake,restaurant,kitten,piano,galaxy,83.046928,78.556645
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,sandwich,mountain,perfume,robot,butterfly,79.117638,76.751281
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,cookie,mountain,microscope,pillow,algorithm,79.789421,76.779772
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,lizard,harmonica,snowflake,pillow,restaurant,84.908020,79.255374
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,perfume,submarine,library,pebble,83.018349,78.228269
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,ocean,library,pineapple,guitar,snowflake,perfume,tractor,galaxy,82.144371,77.829532
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,anchor,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,library,snowflake,perfume,submarine,restaurant,galaxy,84.010986,78.499700
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,piano,sandwich,bicycle,perfume,glacier,galaxy,80.611504,77.503642
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,restaurant,kitten,perfume,galaxy,83.039185,78.172683
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,pineapple,bicycle,pillow,storm,kitchen,galaxy,80.323761,77.136825
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,bacteria,painting,pineapple,bicycle,library,snowflake,perfume,submarine,84.673019,78.869660
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,snowflake,cookie,microscope,fountain,galaxy,82.823090,77.918541
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,sandwich,storm,kitten,mountain,perfume,81.033882,77.239285
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,kitten,perfume,lizard,harmonica,snowflake,restaurant,82.202164,78.392635
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,guitar,cookie,library,mountain,kitten,piano,onion,79.789421,77.103183
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,cookie,mountain,microscope,pillow,factory,79.789421,76.779772
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,guitar,pineapple,snowflake,temple,computer,perfume,84.240601,78.219214
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,piano,snowflake,restaurant,kitten,perfume,galaxy,83.039185,78.172683
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,river,library,sandwich,kitten,mountain,piano,perfume,galaxy,79.947433,76.772435
Llama4-Scout,meta,efficient,,,2025-04-05,exact,cloud,chair,pineapple,bicycle,perfume,snowflake,restaurant,kitten,piano,galaxy,83.046928,78.556645
