model_name,provider,intelligence,dat_score,between_unit_posaware,uniqueness_human_agnostic,uniqueness_fixed_pool_legacy
Kimi-K2.5,moonshot,all-rounder,81.532440,80.194918,81.699463,81.968061
Kimi-K2.5,moonshot,all-rounder,77.579865,79.035844,80.268338,80.147744
Kimi-K2.5,moonshot,all-rounder,77.639359,76.074859,78.529594,78.489726
Kimi-K2.5,moonshot,all-rounder,80.892471,77.078994,79.873840,79.885816
Kimi-K2.5,moonshot,all-rounder,76.202248,76.343960,78.990219,79.001730
Kimi-K2.5,moonshot,all-rounder,76.888519,76.979263,79.169403,79.151164
Kimi-K2.5,moonshot,all-rounder,74.420868,78.191105,79.831438,80.014165
Kimi-K2.5,moonshot,all-rounder,80.015511,77.858143,81.211124,81.225002
Kimi-K2.5,moonshot,all-rounder,77.857224,78.080962,80.419571,80.478074
Kimi-K2.5,moonshot,all-rounder,75.526772,76.929968,78.548596,79.044407
Kimi-K2.5,moonshot,all-rounder,79.918625,79.095177,81.515587,81.649789
Kimi-K2.5,moonshot,all-rounder,82.116089,78.161965,80.493119,80.379707
Kimi-K2.5,moonshot,all-rounder,81.671616,78.556428,80.827730,80.935882
Kimi-K2.5,moonshot,all-rounder,75.617203,77.246418,79.048588,79.217967
Kimi-K2.5,moonshot,all-rounder,81.059090,80.052860,81.598094,81.906575
Kimi-K2.5,moonshot,all-rounder,80.548584,80.190058,81.410912,81.615726
Kimi-K2.5,moonshot,all-rounder,77.643669,77.122515,78.338127,78.410418
Kimi-K2.5,moonshot,all-rounder,74.798325,77.690251,78.591028,78.725394
Kimi-K2.5,moonshot,all-rounder,78.262260,78.187905,79.924469,79.822484
Kimi-K2.5,moonshot,all-rounder,76.632675,77.651333,79.034214,79.320227
Kimi-K2.5,moonshot,all-rounder,80.792549,79.327797,80.898848,81.129619
Kimi-K2.5,moonshot,all-rounder,78.570023,78.560312,80.806930,80.855142
Kimi-K2.5,moonshot,all-rounder,82.802818,78.826071,81.555603,81.731880
Kimi-K2.5,moonshot,all-rounder,81.266167,79.768911,81.986353,82.063270
Kimi-K2.5,moonshot,all-rounder,79.091278,78.956768,80.547601,80.545323
Kimi-K2.5,moonshot,all-rounder,82.683891,79.584708,80.976913,81.070312
Kimi-K2.5,moonshot,all-rounder,81.456131,82.006714,84.963201,84.711127
Kimi-K2.5,moonshot,all-rounder,79.773033,78.400691,79.335009,79.257842
Kimi-K2.5,moonshot,all-rounder,83.538002,80.448308,82.497045,82.671388
Kimi-K2.5,moonshot,all-rounder,77.240738,78.569568,80.022377,80.105050
Kimi-K2.5,moonshot,all-rounder,86.572304,81.507835,82.731479,82.797448
Kimi-K2.5,moonshot,all-rounder,79.492844,77.941269,80.669618,80.628673
Kimi-K2.5,moonshot,all-rounder,79.910187,79.176981,81.141993,81.159048
Kimi-K2.5,moonshot,all-rounder,75.572968,76.829384,78.890930,78.998086
Kimi-K2.5,moonshot,all-rounder,83.526268,81.248352,81.829771,81.962251
Kimi-K2.5,moonshot,all-rounder,77.838844,78.695781,80.320693,80.460209
Kimi-K2.5,moonshot,all-rounder,74.496986,75.675757,76.959782,77.254063
Kimi-K2.5,moonshot,all-rounder,78.443756,77.233525,79.523035,79.437789
Kimi-K2.5,moonshot,all-rounder,81.126823,79.502811,80.859428,81.094815
Kimi-K2.5,moonshot,all-rounder,79.528954,77.530166,79.442543,79.519765
Kimi-K2.5,moonshot,all-rounder,87.401344,82.332851,82.746350,82.767483
Kimi-K2.5,moonshot,all-rounder,81.648949,78.305399,80.260177,80.257525
Kimi-K2.5,moonshot,all-rounder,74.975624,74.409392,78.785118,78.764841
Kimi-K2.5,moonshot,all-rounder,79.871384,78.540400,79.940293,79.917921
Kimi-K2.5,moonshot,all-rounder,83.563286,80.548770,81.818684,81.901518
Kimi-K2.5,moonshot,all-rounder,80.644485,79.741763,81.284087,81.488035
Kimi-K2.5,moonshot,all-rounder,82.656738,79.994557,80.453094,80.746985
Kimi-K2.5,moonshot,all-rounder,80.327446,78.430548,80.606302,80.733013
Kimi-K2.5,moonshot,all-rounder,84.413460,80.814601,82.298205,82.308193
Kimi-K2.5,moonshot,all-rounder,72.214119,77.444450,80.395279,80.270849
Kimi-K2.5,moonshot,all-rounder,81.422028,80.985624,82.621464,82.623706
Kimi-K2.5,moonshot,all-rounder,75.557266,76.722234,78.996799,79.017254
Kimi-K2.5,moonshot,all-rounder,81.218369,80.943376,82.159257,82.078546
Kimi-K2.5,moonshot,all-rounder,77.462914,77.878653,78.750577,78.683491
Kimi-K2.5,moonshot,all-rounder,79.408806,78.153367,80.388137,80.354292
Kimi-K2.5,moonshot,all-rounder,73.290993,75.836601,77.287426,77.470195
Kimi-K2.5,moonshot,all-rounder,73.040771,75.706899,77.521479,77.712402
Kimi-K2.5,moonshot,all-rounder,78.842300,78.350683,79.525793,79.568156
Kimi-K2.5,moonshot,all-rounder,81.927734,78.711602,80.189998,80.182828
Kimi-K2.5,moonshot,all-rounder,76.489952,77.183935,79.447500,79.549921
Kimi-K2.5,moonshot,all-rounder,84.941902,83.455232,84.009985,84.125911
Kimi-K2.5,moonshot,all-rounder,80.063492,78.266174,80.042345,80.107443
Kimi-K2.5,moonshot,all-rounder,75.007538,76.259556,79.198359,78.952927
Kimi-K2.5,moonshot,all-rounder,72.872643,75.373041,77.964117,78.145186
Kimi-K2.5,moonshot,all-rounder,82.431114,80.187221,82.011433,81.894028
Kimi-K2.5,moonshot,all-rounder,82.792435,80.165996,82.397232,82.360000
Kimi-K2.5,moonshot,all-rounder,73.856163,78.314887,80.041732,79.974735
Kimi-K2.5,moonshot,all-rounder,82.328728,80.073985,81.305941,81.288982
Kimi-K2.5,moonshot,all-rounder,77.778229,78.174167,80.202954,80.165330
Kimi-K2.5,moonshot,all-rounder,82.780121,81.865279,83.641346,83.768919
Kimi-K2.5,moonshot,all-rounder,76.928932,77.942465,80.888461,80.974790
Kimi-K2.5,moonshot,all-rounder,77.810654,78.321383,80.077150,80.084937
Kimi-K2.5,moonshot,all-rounder,77.641121,77.138054,78.259511,78.419582
Kimi-K2.5,moonshot,all-rounder,69.351822,74.852371,77.835771,77.916271
Kimi-K2.5,moonshot,all-rounder,82.410278,79.573663,81.421238,81.418973
Kimi-K2.5,moonshot,all-rounder,78.949997,76.894274,78.979854,79.159998
Kimi-K2.5,moonshot,all-rounder,83.227280,81.673447,82.824697,82.886312
Kimi-K2.5,moonshot,all-rounder,74.600967,75.648939,77.589432,77.558554
Kimi-K2.5,moonshot,all-rounder,79.627327,78.531936,79.839064,79.961110
Kimi-K2.5,moonshot,all-rounder,82.070381,82.069699,83.845077,84.077237
Kimi-K2.5,moonshot,all-rounder,76.463608,75.475229,78.029466,78.290185
Kimi-K2.5,moonshot,all-rounder,76.138184,77.581672,78.538603,78.783869
Kimi-K2.5,moonshot,all-rounder,76.279602,78.397967,80.084973,80.153459
Kimi-K2.5,moonshot,all-rounder,77.584061,78.114285,80.472485,80.669004
Kimi-K2.5,moonshot,all-rounder,81.946465,79.801386,81.970271,82.100004
Kimi-K2.5,moonshot,all-rounder,76.271858,76.593213,79.004734,79.083616
Kimi-K2.5,moonshot,all-rounder,81.312630,80.037938,81.658737,81.815416
Kimi-K2.5,moonshot,all-rounder,75.723717,76.956344,78.953442,78.954594
Kimi-K2.5,moonshot,all-rounder,79.117485,78.167740,79.856602,80.244754
Kimi-K2.5,moonshot,all-rounder,76.583740,80.750579,80.992159,81.142789
Kimi-K2.5,moonshot,all-rounder,76.566437,76.756762,79.382452,79.473238
Kimi-K2.5,moonshot,all-rounder,77.046547,77.142357,79.015421,79.113219
Kimi-K2.5,moonshot,all-rounder,73.107613,75.234801,77.964741,77.990060
Kimi-K2.5,moonshot,all-rounder,77.280006,76.054563,78.589707,78.656382
Kimi-K2.5,moonshot,all-rounder,85.675484,81.586287,82.451924,82.569128
Kimi-K2.5,moonshot,all-rounder,75.322273,76.097736,78.666395,78.707686
Kimi-K2.5,moonshot,all-rounder,80.321709,80.373766,82.253694,82.367786
Kimi-K2.5,moonshot,all-rounder,78.830147,79.114249,80.306148,80.438691
Kimi-K2.5,moonshot,all-rounder,77.344513,76.591565,78.522808,78.621147
Kimi-K2.5,moonshot,all-rounder,84.753922,82.352274,83.545448,83.635063
Kimi-K2.5,moonshot,all-rounder,80.761368,79.616610,81.655618,81.642871
Kimi-K2.5,moonshot,all-rounder,82.535522,79.452292,81.462198,81.418156
Kimi-K2.5,moonshot,all-rounder,78.183922,77.753612,79.820897,79.924075
Kimi-K2.5,moonshot,all-rounder,86.544800,80.966746,82.230074,82.178759
Kimi-K2.5,moonshot,all-rounder,87.499474,84.219489,85.311690,85.289298
Kimi-K2.5,moonshot,all-rounder,80.577141,80.454769,81.945374,82.148079
Kimi-K2.5,moonshot,all-rounder,82.847740,80.690633,82.318971,82.497640
Kimi-K2.5,moonshot,all-rounder,75.924469,76.470750,78.257224,78.404628
Kimi-K2.5,moonshot,all-rounder,76.883163,78.366095,80.803528,80.674895
Kimi-K2.5,moonshot,all-rounder,74.042213,74.967626,77.334428,77.065820
Kimi-K2.5,moonshot,all-rounder,80.127998,78.809155,80.384535,80.206349
Kimi-K2.5,moonshot,all-rounder,74.969444,76.673228,79.303381,79.044773
Kimi-K2.5,moonshot,all-rounder,81.053268,78.648739,81.125756,81.276376
Kimi-K2.5,moonshot,all-rounder,74.467636,75.505102,77.038248,77.250903
Kimi-K2.5,moonshot,all-rounder,81.672318,79.336557,82.750947,82.913790
Kimi-K2.5,moonshot,all-rounder,80.243889,79.140305,81.707862,81.706746
Kimi-K2.5,moonshot,all-rounder,79.159859,78.849180,81.494385,81.498925
Kimi-K2.5,moonshot,all-rounder,74.552063,78.251916,79.436816,79.301954
Kimi-K2.5,moonshot,all-rounder,81.238815,78.641122,80.726342,80.788625
Kimi-K2.5,moonshot,all-rounder,82.451233,80.004268,81.925845,81.877891
Kimi-K2.5,moonshot,all-rounder,84.116104,81.377609,82.898849,83.071298
Kimi-K2.5,moonshot,all-rounder,78.399612,78.355349,80.538386,80.710161
Kimi-K2.5,moonshot,all-rounder,81.075302,78.359624,79.458723,79.633536
Kimi-K2.5,moonshot,all-rounder,83.513123,81.066853,82.355698,82.315785
Kimi-K2.5,moonshot,all-rounder,84.492393,80.761304,83.354026,83.364386
Kimi-K2.5,moonshot,all-rounder,83.600685,79.626663,81.488414,81.546494
Kimi-K2.5,moonshot,all-rounder,72.638939,73.406069,76.050828,76.156235
Kimi-K2.5,moonshot,all-rounder,72.337486,74.444045,76.331208,76.624271
Kimi-K2.5,moonshot,all-rounder,80.321465,79.070045,80.551601,80.685640
Kimi-K2.5,moonshot,all-rounder,76.124367,76.552668,78.828698,78.969529
Kimi-K2.5,moonshot,all-rounder,76.410088,76.831100,78.808353,78.989152
Kimi-K2.5,moonshot,all-rounder,79.877075,77.958105,80.911138,80.979133
Kimi-K2.5,moonshot,all-rounder,85.839500,82.438486,83.263360,83.238154
Kimi-K2.5,moonshot,all-rounder,86.222427,82.059016,82.347902,82.462599
Kimi-K2.5,moonshot,all-rounder,83.306000,81.065424,82.010604,82.090874
Kimi-K2.5,moonshot,all-rounder,83.599823,80.128335,81.183522,81.074745
Kimi-K2.5,moonshot,all-rounder,80.795898,78.959276,80.532735,80.680103
Kimi-K2.5,moonshot,all-rounder,79.592339,78.090320,80.247279,80.415701
Kimi-K2.5,moonshot,all-rounder,80.512398,78.937763,80.274064,80.076794
Kimi-K2.5,moonshot,all-rounder,80.399803,78.961157,81.317612,81.495739
Kimi-K2.5,moonshot,all-rounder,76.895782,78.187218,80.497962,80.550030
Kimi-K2.5,moonshot,all-rounder,78.880898,76.601501,78.414882,78.425158
Kimi-K2.5,moonshot,all-rounder,80.357155,78.150197,79.165009,79.292112
Kimi-K2.5,moonshot,all-rounder,80.138275,79.158380,80.300830,80.456151
Kimi-K2.5,moonshot,all-rounder,75.410950,76.435048,78.617442,78.546037
Kimi-K2.5,moonshot,all-rounder,85.146454,81.172983,82.166983,82.163741
Kimi-K2.5,moonshot,all-rounder,78.314766,78.115027,79.558069,79.593640
Kimi-K2.5,moonshot,all-rounder,79.894783,77.732778,79.239922,79.240823
Kimi-K2.5,moonshot,all-rounder,77.330070,78.296865,80.550819,80.625822
Kimi-K2.5,moonshot,all-rounder,80.187035,77.761210,79.448925,79.741863
Kimi-K2.5,moonshot,all-rounder,78.195221,77.533736,79.886114,79.755146
Kimi-K2.5,moonshot,all-rounder,76.747963,77.185143,79.575562,79.836186
Kimi-K2.5,moonshot,all-rounder,81.718269,80.012416,80.814622,80.866182
Kimi-K2.5,moonshot,all-rounder,85.824158,82.383374,84.071037,84.079983
Kimi-K2.5,moonshot,all-rounder,86.307869,84.377974,85.507025,85.536252
Kimi-K2.5,moonshot,all-rounder,80.037827,79.131047,81.229981,81.347785
Kimi-K2.5,moonshot,all-rounder,78.582924,79.202252,81.829724,81.898755
Kimi-K2.5,moonshot,all-rounder,78.159225,77.884966,80.113097,80.001345
Kimi-K2.5,moonshot,all-rounder,76.087311,77.880877,79.664882,79.683372
Kimi-K2.5,moonshot,all-rounder,78.661659,78.881629,79.912505,79.917826
Kimi-K2.5,moonshot,all-rounder,81.135056,77.770829,79.766568,79.731335
Kimi-K2.5,moonshot,all-rounder,84.533432,81.248177,82.481244,82.389766
Kimi-K2.5,moonshot,all-rounder,75.096718,76.503402,78.449637,78.368960
Kimi-K2.5,moonshot,all-rounder,73.809570,76.458649,78.875837,78.724767
Kimi-K2.5,moonshot,all-rounder,73.120308,75.894753,77.391784,77.400011
Kimi-K2.5,moonshot,all-rounder,79.827087,79.035366,80.128724,80.182719
Kimi-K2.5,moonshot,all-rounder,82.399315,80.467074,81.011172,81.104634
Kimi-K2.5,moonshot,all-rounder,74.668243,75.272426,77.359725,77.490459
Kimi-K2.5,moonshot,all-rounder,81.562439,79.673056,81.883565,81.851129
Kimi-K2.5,moonshot,all-rounder,84.548935,80.480288,82.676079,82.548418
Kimi-K2.5,moonshot,all-rounder,77.730354,78.663877,80.559555,80.576727
Kimi-K2.5,moonshot,all-rounder,82.324013,78.954616,80.725619,80.715375
Kimi-K2.5,moonshot,all-rounder,85.025841,81.120850,83.068171,83.059950
Kimi-K2.5,moonshot,all-rounder,78.796509,78.401668,81.299367,81.447253
Kimi-K2.5,moonshot,all-rounder,80.083992,77.367785,79.949311,80.164571
Kimi-K2.5,moonshot,all-rounder,82.070572,80.992947,81.866608,82.090943
Kimi-K2.5,moonshot,all-rounder,78.646622,79.167363,81.280012,81.651927
Kimi-K2.5,moonshot,all-rounder,85.052559,82.653739,83.580102,83.677442
Kimi-K2.5,moonshot,all-rounder,82.902054,80.264082,81.209852,81.467928
Kimi-K2.5,moonshot,all-rounder,80.012512,78.243391,79.981217,80.079739
Kimi-K2.5,moonshot,all-rounder,74.204865,75.610024,77.387744,77.240184
Kimi-K2.5,moonshot,all-rounder,73.848824,76.118425,78.760192,79.104178
Kimi-K2.5,moonshot,all-rounder,84.034416,79.200526,81.242794,81.341573
Kimi-K2.5,moonshot,all-rounder,81.692612,80.351942,82.110711,82.067622
Kimi-K2.5,moonshot,all-rounder,78.949005,77.395716,79.971248,80.209925
Kimi-K2.5,moonshot,all-rounder,85.074791,81.569250,84.048781,83.996521
Kimi-K2.5,moonshot,all-rounder,81.228340,80.166960,81.145321,81.357738
Kimi-K2.5,moonshot,all-rounder,82.675293,78.914121,80.572711,80.583842
Kimi-K2.5,moonshot,all-rounder,76.967224,78.368059,80.495373,80.698117
Kimi-K2.5,moonshot,all-rounder,79.875443,79.274199,81.753820,81.569043
Kimi-K2.5,moonshot,all-rounder,83.200485,79.739897,81.608247,81.519104
Kimi-K2.5,moonshot,all-rounder,79.795906,80.129472,81.101897,81.146239
Kimi-K2.5,moonshot,all-rounder,79.731628,78.051410,79.551923,79.511843
Kimi-K2.5,moonshot,all-rounder,76.105553,76.027748,77.917065,77.954169
Kimi-K2.5,moonshot,all-rounder,77.055916,79.031639,79.743967,79.746549
Kimi-K2.5,moonshot,all-rounder,78.880592,78.747890,81.367147,81.354110
Kimi-K2.5,moonshot,all-rounder,82.402901,80.446260,83.004271,82.966743
Kimi-K2.5,moonshot,all-rounder,80.109108,78.272333,80.531366,80.571296
Kimi-K2.5,moonshot,all-rounder,78.869110,77.671238,79.651485,79.701399
Kimi-K2.5,moonshot,all-rounder,84.026100,80.842052,81.645234,81.703424
Kimi-K2.5,moonshot,all-rounder,79.077675,78.020972,80.053334,79.953986
Kimi-K2.5,moonshot,all-rounder,80.618996,78.601760,79.977990,79.969236
Kimi-K2.5,moonshot,all-rounder,80.888382,78.385554,80.290800,80.190259
Kimi-K2.5,moonshot,all-rounder,79.418098,78.897028,81.936138,81.958052
Kimi-K2.5,moonshot,all-rounder,89.466354,83.348316,84.036325,84.175470
Kimi-K2.5,moonshot,all-rounder,80.854904,80.482712,81.538944,81.689906
Kimi-K2.5,moonshot,all-rounder,80.228325,76.952264,80.796325,81.010734
Kimi-K2.5,moonshot,all-rounder,83.801620,80.579351,82.323571,82.340670
Kimi-K2.5,moonshot,all-rounder,79.072037,78.811193,80.997302,80.996864
Kimi-K2.5,moonshot,all-rounder,80.541382,80.115430,81.760466,81.808249
Kimi-K2.5,moonshot,all-rounder,78.569565,79.422987,80.504050,80.493492
Kimi-K2.5,moonshot,all-rounder,86.678505,82.959412,83.705881,83.863277
Kimi-K2.5,moonshot,all-rounder,85.962868,85.558276,86.776942,86.931283
Kimi-K2.5,moonshot,all-rounder,78.424416,78.915712,80.734820,80.869010
Kimi-K2.5,moonshot,all-rounder,85.340294,81.714123,83.019064,82.897831
Kimi-K2.5,moonshot,all-rounder,82.337502,79.481956,80.733694,80.813137
Kimi-K2.5,moonshot,all-rounder,82.273911,80.221488,82.140072,81.995381
Kimi-K2.5,moonshot,all-rounder,83.820305,80.864146,82.451306,82.558588
Kimi-K2.5,moonshot,all-rounder,78.936295,78.520617,81.442497,81.590695
Kimi-K2.5,moonshot,all-rounder,86.254852,83.162334,83.468600,83.516535
Kimi-K2.5,moonshot,all-rounder,74.840294,77.187153,78.904201,79.055120
Kimi-K2.5,moonshot,all-rounder,79.253242,76.455020,79.505962,79.594346
Kimi-K2.5,moonshot,all-rounder,80.535233,79.097639,80.874078,80.738351
Kimi-K2.5,moonshot,all-rounder,80.232933,80.519647,82.154414,82.309967
Kimi-K2.5,moonshot,all-rounder,83.141121,81.392150,82.542484,82.625850
Kimi-K2.5,moonshot,all-rounder,77.558426,78.276792,79.840713,79.909855
Kimi-K2.5,moonshot,all-rounder,77.212433,77.036391,79.083975,79.072991
Kimi-K2.5,moonshot,all-rounder,81.417114,78.358666,81.535633,81.569227
Kimi-K2.5,moonshot,all-rounder,82.433594,78.164950,81.051445,81.210182
Kimi-K2.5,moonshot,all-rounder,79.892387,78.486309,79.865338,80.031344
Kimi-K2.5,moonshot,all-rounder,83.561531,80.809634,82.331127,82.338263
Kimi-K2.5,moonshot,all-rounder,78.473961,79.193994,82.000098,82.123356
Kimi-K2.5,moonshot,all-rounder,78.904221,79.128425,80.924130,81.062375
Kimi-K2.5,moonshot,all-rounder,79.384460,78.136931,79.225828,79.293055
Kimi-K2.5,moonshot,all-rounder,77.937057,78.165009,79.340555,79.619265
Kimi-K2.5,moonshot,all-rounder,78.914070,77.612627,79.734225,79.682559
Kimi-K2.5,moonshot,all-rounder,79.661659,77.692309,79.769125,79.786437
Kimi-K2.5,moonshot,all-rounder,80.026016,77.503447,80.367901,80.462053
Kimi-K2.5,moonshot,all-rounder,83.024879,80.002364,81.360759,81.431596
Kimi-K2.5,moonshot,all-rounder,75.983902,78.920134,81.988013,82.051943
Kimi-K2.5,moonshot,all-rounder,75.294403,78.536009,80.394554,80.611117
Kimi-K2.5,moonshot,all-rounder,88.376495,83.581476,84.877298,84.756162
Kimi-K2.5,moonshot,all-rounder,82.464371,79.647513,81.742745,81.905313
Kimi-K2.5,moonshot,all-rounder,77.612373,77.299393,80.160113,80.172089
Kimi-K2.5,moonshot,all-rounder,81.186195,79.257346,80.332545,80.408519
Kimi-K2.5,moonshot,all-rounder,78.145363,76.955583,79.079662,79.284051
Kimi-K2.5,moonshot,all-rounder,78.085640,78.060024,79.137729,79.565235
Kimi-K2.5,moonshot,all-rounder,78.741837,78.418636,79.326479,79.323402
Kimi-K2.5,moonshot,all-rounder,79.587265,77.475761,80.277377,80.444163
Kimi-K2.5,moonshot,all-rounder,84.911087,80.942145,82.439329,82.496518
Kimi-K2.5,moonshot,all-rounder,83.655891,79.780471,82.331492,82.291656
Kimi-K2.5,moonshot,all-rounder,79.356178,76.195929,79.307902,79.471888
Kimi-K2.5,moonshot,all-rounder,77.304489,79.881876,81.150622,81.234073
Kimi-K2.5,moonshot,all-rounder,79.071304,78.098410,80.707548,80.646854
Kimi-K2.5,moonshot,all-rounder,80.738411,80.052857,82.198545,82.470104
Kimi-K2.5,moonshot,all-rounder,83.480995,81.551891,82.295014,82.250025
Kimi-K2.5,moonshot,all-rounder,73.754913,75.719911,77.915916,77.655960
Kimi-K2.5,moonshot,all-rounder,79.338791,78.060651,80.144624,80.142567
Kimi-K2.5,moonshot,all-rounder,79.962090,77.658398,79.630613,79.616739
Kimi-K2.5,moonshot,all-rounder,78.905663,77.288841,79.769722,79.959079
Kimi-K2.5,moonshot,all-rounder,81.312439,79.300568,81.094606,81.190884
Kimi-K2.5,moonshot,all-rounder,80.388298,78.528609,80.365756,80.582899
Kimi-K2.5,moonshot,all-rounder,75.176277,77.317021,78.768157,78.486415
Kimi-K2.5,moonshot,all-rounder,82.083008,77.919502,80.967806,81.004980
Kimi-K2.5,moonshot,all-rounder,81.564423,78.817629,80.361262,80.659702
Kimi-K2.5,moonshot,all-rounder,85.596886,81.874296,83.111950,83.203745
Kimi-K2.5,moonshot,all-rounder,78.575371,77.714443,79.701465,79.745049
Kimi-K2.5,moonshot,all-rounder,80.274323,79.274496,80.513793,80.585453
Kimi-K2.5,moonshot,all-rounder,83.724228,80.008581,81.195388,81.214075
Kimi-K2.5,moonshot,all-rounder,81.817474,79.240187,80.730821,80.776528
Kimi-K2.5,moonshot,all-rounder,75.112869,75.828458,76.849175,77.295687
Kimi-K2.5,moonshot,all-rounder,75.795113,76.437112,78.534677,78.563217
Kimi-K2.5,moonshot,all-rounder,77.778801,77.940727,79.351606,79.236121
Kimi-K2.5,moonshot,all-rounder,76.609230,77.012142,79.750540,79.724532
Kimi-K2.5,moonshot,all-rounder,76.764267,77.560290,79.357026,79.385042
Kimi-K2.5,moonshot,all-rounder,80.654037,78.694515,80.456849,80.500765
Kimi-K2.5,moonshot,all-rounder,80.679222,79.626155,81.490627,81.451085
Kimi-K2.5,moonshot,all-rounder,76.709541,77.177809,79.145965,79.245573
Kimi-K2.5,moonshot,all-rounder,78.525627,77.226202,79.363157,79.640842
Kimi-K2.5,moonshot,all-rounder,70.707642,75.630202,78.575761,78.787040
Kimi-K2.5,moonshot,all-rounder,80.020950,78.649703,81.053146,81.213339
Kimi-K2.5,moonshot,all-rounder,75.909164,76.856779,79.522335,79.514504
Kimi-K2.5,moonshot,all-rounder,83.854675,80.847782,82.386307,82.491855
Kimi-K2.5,moonshot,all-rounder,84.488091,81.176349,83.434429,83.499149
Kimi-K2.5,moonshot,all-rounder,85.122253,80.381890,82.087779,82.329825
Kimi-K2.5,moonshot,all-rounder,81.353722,79.756011,81.043487,81.336776
Kimi-K2.5,moonshot,all-rounder,78.653435,77.572230,79.313731,79.378703
Kimi-K2.5,moonshot,all-rounder,77.736595,77.057920,78.211309,78.298705
Kimi-K2.5,moonshot,all-rounder,76.182182,76.597506,78.826760,78.871636
Kimi-K2.5,moonshot,all-rounder,79.337608,79.500165,81.660781,81.887942
Kimi-K2.5,moonshot,all-rounder,85.333946,81.253288,83.458076,83.738369
Kimi-K2.5,moonshot,all-rounder,81.043396,80.162512,82.434796,82.508085
Kimi-K2.5,moonshot,all-rounder,74.326096,77.792464,80.156493,80.281773
Kimi-K2.5,moonshot,all-rounder,83.676231,80.744186,81.433588,81.468158
Kimi-K2.5,moonshot,all-rounder,83.233498,81.250929,83.047339,82.970441
Kimi-K2.5,moonshot,all-rounder,77.054550,78.165559,79.237062,79.458390
Kimi-K2.5,moonshot,all-rounder,81.908562,79.329272,81.207439,81.435422
Kimi-K2.5,moonshot,all-rounder,77.510521,77.751541,79.668135,79.622374
Kimi-K2.5,moonshot,all-rounder,76.338440,77.082132,79.160557,79.239510
Kimi-K2.5,moonshot,all-rounder,79.219780,77.736457,80.037512,80.124714
Kimi-K2.5,moonshot,all-rounder,78.570175,78.419855,80.763290,80.909764
Kimi-K2.5,moonshot,all-rounder,83.089569,80.182403,81.123796,81.328503
Kimi-K2.5,moonshot,all-rounder,78.736496,78.523998,79.943048,79.866948
Kimi-K2.5,moonshot,all-rounder,86.455551,82.026792,82.418197,82.448873
Kimi-K2.5,moonshot,all-rounder,76.023094,78.198640,79.332665,79.598588
Kimi-K2.5,moonshot,all-rounder,82.805679,81.946516,82.938774,83.067991
Kimi-K2.5,moonshot,all-rounder,84.774536,81.555423,82.174748,82.409534
Kimi-K2.5,moonshot,all-rounder,75.809349,76.561280,79.159683,79.398211
Kimi-K2.5,moonshot,all-rounder,80.567101,78.850802,80.963123,81.010198
Kimi-K2.5,moonshot,all-rounder,78.079712,78.715333,81.314509,81.262444
Kimi-K2.5,moonshot,all-rounder,84.047615,81.913900,82.479628,82.458569
Kimi-K2.5,moonshot,all-rounder,70.502449,73.126327,76.358804,76.487373
Kimi-K2.5,moonshot,all-rounder,79.582306,80.195510,81.468919,81.571615
Kimi-K2.5,moonshot,all-rounder,76.780304,78.306781,81.038931,80.889493
Kimi-K2.5,moonshot,all-rounder,82.200401,80.365555,81.922363,81.864273
Kimi-K2.5,moonshot,all-rounder,78.133614,78.620496,80.551611,80.506337
Kimi-K2.5,moonshot,all-rounder,82.835129,80.798101,81.916914,81.813519
Kimi-K2.5,moonshot,all-rounder,73.063469,75.922247,77.405313,77.952826
Kimi-K2.5,moonshot,all-rounder,75.208252,75.601225,77.822801,77.715184
Kimi-K2.5,moonshot,all-rounder,78.864891,78.643282,81.469909,81.482618
Kimi-K2.5,moonshot,all-rounder,85.047485,82.566320,84.772633,84.732319
Kimi-K2.5,moonshot,all-rounder,80.219719,78.213548,80.036966,79.906586
Kimi-K2.5,moonshot,all-rounder,79.199303,77.249534,79.608990,79.525793
Kimi-K2.5,moonshot,all-rounder,78.655830,77.157753,78.396080,78.653059
Kimi-K2.5,moonshot,all-rounder,81.044212,78.529420,79.782165,79.894265
Kimi-K2.5,moonshot,all-rounder,76.360367,77.200127,78.071202,78.172606
Kimi-K2.5,moonshot,all-rounder,76.378395,77.199782,78.580840,78.695457
Kimi-K2.5,moonshot,all-rounder,84.377304,81.045934,82.052815,82.343043
Kimi-K2.5,moonshot,all-rounder,75.013252,75.472885,76.961760,77.009460
Kimi-K2.5,moonshot,all-rounder,83.500275,81.406665,82.612114,82.550504
Kimi-K2.5,moonshot,all-rounder,80.042313,79.142733,81.146498,81.188592
Kimi-K2.5,moonshot,all-rounder,75.980415,78.130176,80.464234,80.522935
Kimi-K2.5,moonshot,all-rounder,83.897110,82.222514,83.309808,83.590863
Kimi-K2.5,moonshot,all-rounder,78.089783,76.603071,79.893731,80.162792
Kimi-K2.5,moonshot,all-rounder,82.960892,81.454282,81.823246,81.879813
Kimi-K2.5,moonshot,all-rounder,81.484070,80.851516,83.085402,83.030475
Kimi-K2.5,moonshot,all-rounder,80.092361,78.356789,80.222356,80.326813
Kimi-K2.5,moonshot,all-rounder,80.544312,79.231668,80.912581,81.016136
Kimi-K2.5,moonshot,all-rounder,81.262672,79.452108,81.333857,81.346245
Kimi-K2.5,moonshot,all-rounder,83.757355,81.111191,82.809343,82.813900
